"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Ratio_Pool","RPool_95L","RPool_95H","RPool_80L","RPool_80H","RPool_Percent_Support","Ratio_Riffle","RRiffle_95L","RRiffle_95H","RRiffle_80L","RRiffle_80H","RRiffle_Percent_Support","Ratio_Run","RRun_95L","RRun_95H","RRun_80L","RRun_80H","RRun_Percent_Support","Mesohabitat_Riffle","MesoRiffle_95L","MesoRiffle_95H","MesoRiffle_80L","MesoRiffle_80H","MesoRiffle_Percent_Support","Mesohabitat_Run","MesoRun_95L","MesoRun_95H","MesoRun_80L","MesoRun_80H","MesoRun_Percent_Support","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"36","DS","WB","March","RI",6,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,-0.666,1.518,0.029,1.342,0.9,-0.053,-0.631,0.69,-0.462,0.378,0.55,0.058,-0.54,0.608,-0.34,0.45,0.53,0.612,-0.65,1.73,0.031,1.431,0.92,0.02,-0.817,0.751,-0.582,0.605,0.54,0.314,-0.154,0.66,0.046,0.598,0.93,0.163,-0.34,0.449,-0.281,0.327,0.61,0.277,1.126,-0.0236,0,0.118,1.579,-2.4167,0,0,1.76,29.7,40.59,0.7748,0.07,24.372,45.03,-0.4345,0,21,49,5.03,5.858,0.531,0.11,4.526,5.971,0.3966,0.08,4,6,0.393,0.616,1.384,0.37,0.305,0.719,0.5073,0.13,0.25,0.8,0.2709,0.632,0,0,1
"37","DS","WB","March","PO",6,6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,-2.807,0.845,-2.272,0.613,0.31,-0.114,-1.056,0.386,-0.452,0.291,0.55,0.869,0.069,2.506,0.26,1.477,0.98,-0.18,-4.095,1.061,-3.27,0.915,0.3,0.045,-0.916,1.172,-0.498,0.755,0.46,1.627,0.614,3.946,0.894,2.498,1,2.636,-0.02,7.874,0.085,7.39,0.97,0.003,0.091,0.0899,0,0.001,0.201,-0.9634,0,0,0.3,51.805,118.18,0.7536,0.16,41.017,141.076,0.1139,0,35,151,3.928,5.775,0.4172,0.04,2.361,6.531,-0.6863,0.04,1,7,0.127,0.583,0.2518,0.25,0.03,0.697,-0.2622,0.06,0,0.75,0.6989,0.569,0,0,1
"38","DS","WC","Active","RI",24,13,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.178,-0.564,0.107,-0.448,0.03,0.81,0.88,0.402,1.313,0.562,1.196,1,0.21,-0.139,0.76,-0.076,0.515,0.78,-0.203,-0.623,0.157,-0.517,0.028,0.85,0.879,0.406,1.316,0.565,1.197,1,0.174,-0.207,0.569,-0.073,0.458,0.8,0.297,-0.364,3.967,-0.176,0.486,0.62,0.092,0.284,1.0509,0.14,0.027,0.379,0.8641,0.04,0,0.45,37.09,51.49,2.0407,0.6,27.614,56.33,1.1509,0.28,17,63,4.57,5.65,0.9445,0.08,3.556,5.98,0.8812,0.04,3,6,0.15,0.428,1.1612,0.18,0.086,0.629,0.9908,0.11,0,1,0.6015,0.545,0,0,1
"39","DS","WC","Active","PO",22,11,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459,0.263,0.647,0.334,0.582,1,0.063,-0.279,0.372,-0.158,0.274,0.66,0.261,-0.181,0.732,-0.073,0.573,0.85,0.552,0.278,0.832,0.355,0.743,1,0.389,-0.125,0.935,0,0.741,0.9,0.396,0.018,0.682,0.176,0.609,0.98,5.023,1.008,8.46,1.019,8.452,1,0.053,0.118,4.144,0.87,0.014,0.181,1.6921,0.69,0,0.33,72.085,103.192,2.4881,0.84,59.17,136.607,1.8388,0.53,42,151,4.16,5.978,2.3811,0.79,2.556,6.062,2.0099,0.6,1,7,0.076,0.44,1.2938,0.5,0.009,0.558,0.3801,0.16,0,0.8,6.9582,0.012,1,0,1
"40","DS","WC","Active","RU",10,7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.312,-1.007,0.113,-0.706,0.04,0.85,3.054,1.179,4.535,1.89,4.087,1,0.157,-0.313,0.837,-0.164,0.727,0.54,-0.295,-1.223,0.414,-0.817,0.227,0.78,3.12,1.212,4.882,1.933,4.243,1,-0.043,-0.94,0.533,-0.409,0.409,0.55,-0.427,-1.101,0.148,-0.754,0.004,0.89,0.059,0.148,1.2901,0.25,0.025,0.208,-0.001,0.04,0,0.24,55.83,98.83,1.8622,0.49,53.27,131.03,1.333,0.16,52,151,4.62,5,1.367,0.44,3.564,5.928,0.4299,0.08,3,7,0.053,0.324,0.7025,0.1,0.014,0.54,-0.3469,0.03,0,0.7,1.6577,0.36,0,0,1
"41","DS","WC","Inactive","RI",2,2,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.394,-130.528,-0.84,-128.171,-0.927,1,-0.182,-0.751,0.332,-0.637,0.188,0.45,-8.018,-17.129,-0.758,-16.959,-0.8,1,-110.152,-130.83,-0.993,-128.325,-1.086,1,-4.567,-2.396,0.779,-1.332,-0.107,0.9,-21.533,-49.864,-0.733,-49.354,-0.822,1,7.913,7.852,7.972,7.878,7.952,1,0.059,0.059,4.5448,1,0.059,0.059,4.5448,1,0,0.13,33.85,33.85,3.5763,1,33.85,33.85,3.5763,1,30,37,3.55,3.55,2.4765,1,3.55,3.55,2.4765,1,3,4,0.028,0.028,2.6833,0.55,0.028,0.028,2.6833,0.55,0,0.05,0.5718,0.452,0,1,1
"42","DS","WC","Inactive","PO",2,2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.849,-81.607,-74.612,-81.184,-76.488,1,-47.832,-124.099,27.567,-123.489,27.47,0.5,-8.653,-17.851,0,-17.689,0,0.71,0.346,-12.672,26.96,-11.967,20.721,0.59,-48.829,-124.461,17.904,-123.741,17.626,0.5,-13.771,-14.994,-7.274,-14.967,-13.311,1,0.146,-8.342,8.641,-8.327,8.589,0.5,0,0,0.9768,0,0,0,0.9768,0,0,0,79.5,79.5,3.3854,0.5,79.5,79.5,3.3854,0.5,8,151,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0.5751,0,0,0,0.5751,0,0,0,1.0798,0.329,0,0,1
"43","DS","WC","Inactive","RU",2,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.021,-1.892,-0.438,-1.685,-0.545,1,2.331,0.343,1.531,0.417,1.026,1,1.516,-0.656,23.598,-0.409,1.459,0.54,-0.747,-2.034,-0.062,-1.579,-0.202,0.98,1.832,-0.187,1.893,0.018,1.45,0.9,-13.04,-36.493,53.178,-36.313,1.241,0.53,6.269,5.685,6.595,6.12,6.595,1,0.081,0.081,2.6605,1,0.081,0.081,2.6605,1,0.06,0.1,61.12,61.12,3.5195,1,61.12,61.12,3.5195,1,59,63,4.06,4.06,1.3948,0.32,4.06,4.06,1.3948,0.32,3,5,0.141,0.141,1.9179,0.47,0.141,0.141,1.9179,0.47,0,0.3,0.2743,0.607,0,1,1
"44","DS","WC","March","RI",4,3,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,-0.138,2.233,0.026,1.794,0.9,0.662,0.033,1.453,0.056,1.107,0.98,6.797,2.059,24.344,2.134,24.147,1,1.791,-0.232,8.132,-0.096,7.047,0.87,1.479,-0.165,6.114,-0.037,3.905,0.81,1.229,0.283,1.812,0.37,1.559,1,7.628,7.351,7.903,7.369,7.889,1,0.553,0.891,-0.7749,0,0.418,1.026,-1.3725,0,0.11,1.18,51.282,56.928,NA,NA,49.024,59.186,NA,NA,34,60,6,6,1.8128,0.89,6,6,1.8128,0.89,6,6,0.621,0.774,NA,NA,0.56,0.835,NA,NA,0.2,0.9,1.0119,0.317,0,1,1
"45","DS","WC","March","PO",6,6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.176,-93.6,-0.217,-92.033,-0.28,1,5.592,0.7,16.077,0.77,16.017,1,0.018,-0.216,0.223,-0.122,0.14,0.59,0.704,-0.012,3.686,0.032,1.465,0.95,5.783,0.734,16.673,0.806,16.314,1,-27.065,-29.554,-18.196,-29.439,-25.391,1,5.664,0,8.526,0,8.489,0.83,0,0.029,0.9661,0.3,0,0.098,0.422,0.3,0,0.17,135.53,151,1.9934,0.59,98.402,151,1.3403,0.32,60,151,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,0,1.7824,0.9,0,0,1.7824,0.9,0,0,NA,NA,NA,1,1
