ObjectID,Stream,Date,Tag,Species,Site.Type,Stream.Width.m,Mesohabitat,Other...Mesohabitat,Depth.cm,Velocity.ms,Substrate,Substrate Feature,Terrestrial Vegetation,Surface Turbulence,Woody Debris,Aquatic Vegetation,Instream Cover,Canopy.Cover,Latitude,Longitude,Notes.x,Other...Mesohabitat.1,x,y,Data.Changes,Weight,Length,Capture Method,Capture Date,Release,Notes.y
121,Wet Beaver,3/14/2022 0:00,NA,NA,Available,12,Riffle,NA,38,0.41,Boulder,0.4,0,0.05,0,0,0.45,No,-111.668692,34.673097,NA,NA,-111.6687322,34.6731561,NA,NA,NA,NA,NA,NA,NA
162,Wet Beaver,3/14/2022 0:00,NA,NA,Available,7.63,Riffle,NA,44,0.94,Cobble,0.2,0,0,0.1,0,0.3,No,-111.666853,34.672757,NA,NA,-111.666755,34.6727525,NA,NA,NA,NA,NA,NA,NA
123,Wet Beaver,3/14/2022 0:00,NA,NA,Available,12.74,Pool,NA,31,0.04,Cobble,0,0,0,0,0,0,No,-111.66856,34.67302,NA,NA,-111.6685839,34.6730562,NA,NA,NA,NA,NA,NA,NA
125,Wet Beaver,3/14/2022 0:00,NA,NA,Available,10.16,Pool,NA,73,0.09,Cobble,0,0,0,0,0,0,No,-111.673503,34.672997,NA,NA,-111.6685831,34.6730591,NA,NA,NA,NA,NA,NA,NA
126,Wet Beaver,3/14/2022 0:00,NA,NA,Available,10.03,Pool,NA,33,0.08,Gravel,0,0,0,0,0,0,Yes,-111.668467,34.672967,NA,NA,-111.6685374,34.6730187,NA,NA,NA,NA,NA,NA,NA
127,Wet Beaver,3/14/2022 0:00,NA,NA,Available,15.64,Pool,NA,66,0.06,Silt,0,0,0,0,0,0,Yes,-111.66838,34.672903,NA,NA,-111.6684165,34.6729681,NA,NA,NA,NA,NA,NA,NA
128,Wet Beaver,3/14/2022 0:00,NA,NA,Available,11.42,Pool,NA,49,0,Gravel,0,0,0,0,0,0,Yes,-111.668347,34.672867,NA,NA,-111.6683578,34.6729472,NA,NA,NA,NA,NA,NA,NA
169,Wet Beaver,3/14/2022 0:00,NA,NA,Available,5.89,Riffle,NA,26,0.35,Cobble,0.4,0,0.2,0,0,0.6,No,-111.666487,34.672937,NA,NA,-111.6664566,34.6729708,NA,NA,NA,NA,NA,NA,NA
130,Wet Beaver,3/14/2022 0:00,NA,NA,Available,8.29,Pool,NA,58,0.01,Pebble,0.1,0,0,0,0,0.1,Yes,-111.668218,34.672802,NA,NA,-111.6682452,34.6728982,NA,NA,NA,NA,NA,NA,NA
138,Wet Beaver,3/14/2022 0:00,NA,NA,Available,10.47,Pool,NA,52,0.2,Pebble,0,0,0,0.1,0,0.1,Yes,-111.666667,34.666667,NA,NA,-111.667955,34.6726265,NA,NA,NA,NA,NA,NA,NA
139,Wet Beaver,3/14/2022 0:00,NA,NA,Available,13.5,Pool,NA,106,0.06,Gravel,0,0,0,0,0,0,Yes,-111.667895,34.672502,NA,NA,-111.6678949,34.6726471,NA,NA,NA,NA,NA,NA,NA
140,Wet Beaver,3/14/2022 0:00,NA,NA,Available,13,Pool,NA,>150,NA,Gravel,0,0,0,0,0,0,No,-111.667837,34.672517,NA,NA,-111.6679054,34.6726166,NA,NA,NA,NA,NA,NA,NA
145,Wet Beaver,3/14/2022 0:00,NA,NA,Available,9.09,Pool,NA,>150,NA,Bedrock,0,0,0,0,0,0,Yes,-111.667663,34.67237,NA,NA,-111.6676147,34.6724118,NA,NA,NA,NA,NA,NA,NA
149,Wet Beaver,3/14/2022 0:00,NA,NA,Available,5.82,Riffle,NA,NA,NA,Boulder,0.7,0,0.9,0,0,1.6,No,-111.667373,34.672398,Not safe to measure,NA,-111.6674102,34.672455,NA,NA,NA,NA,NA,NA,NA
151,Wet Beaver,3/14/2022 0:00,NA,NA,Available,18.8,Riffle,NA,30,0.54,Cobble,0.1,0,0,0,0,0.1,Yes,-111.667262,34.6725,NA,NA,-111.6672566,34.6724586,NA,NA,NA,NA,NA,NA,NA
155,Wet Beaver,3/14/2022 0:00,NA,NA,Available,9.23,Pool,NA,54,0.1,Pebble,0,0,0,0,0,0,Yes,-111.66704,34.672553,NA,NA,-111.6670251,34.6725729,NA,NA,NA,NA,NA,NA,NA
157,Wet Beaver,3/14/2022 0:00,NA,NA,Available,7.53,Pool,NA,23,0.03,Pebble,0.2,0,0,0.1,0.1,0.4,Yes,-111.666998,34.672632,NA,NA,-111.6669576,34.6726484,NA,NA,NA,NA,NA,NA,NA
161,Wet Beaver,3/14/2022 0:00,NA,NA,Available,10.45,Riffle,NA,21,0.66,Boulder,0.5,0,0,0,0,0.5,Yes,-111.666853,34.672757,NA,NA,-111.6668612,34.6727008,NA,NA,NA,NA,NA,NA,NA
163,Wet Beaver,3/14/2022 0:00,NA,NA,Available,7.94,Riffle,NA,74,1.34,Boulder,0.7,0,0.3,0,0,1,Yes,-111.666853,34.672757,NA,NA,-111.6666817,34.6728365,NA,NA,NA,NA,NA,NA,NA
165,Wet Beaver,3/14/2022 0:00,NA,NA,Available,14.32,Riffle,NA,24,1.43,Cobble,0.2,0,0.5,0,0,0.7,Yes,-111.666622,34.672822,NA,NA,-111.666622,34.6728313,NA,NA,NA,NA,NA,NA,NA
167,Wet Beaver,3/14/2022 0:00,NA,NA,Available,24.92,Riffle,NA,29,0.23,Gravel,0.1,0,0,0,0,0.1,No,-111.666557,34.672892,NA,NA,-111.666526,34.6728318,NA,NA,NA,NA,NA,NA,NA
168,Wet Beaver,3/14/2022 0:00,NA,NA,Available,5.86,Run,NA,35,0.28,Gravel,0.1,0,0,0.05,0,0.15,Yes,-111.666527,34.672908,NA,NA,-111.6664831,34.6729021,NA,NA,NA,NA,NA,NA,NA
170,Wet Beaver,3/14/2022 0:00,NA,NA,Available,8.06,Pool,NA,25,0.06,Cobble,0.3,0,0,0,0.25,0.55,No,-111.666477,34.672973,NA,NA,-111.6664024,34.6729907,NA,NA,NA,NA,NA,NA,NA
232,West Clear,3/16/2022 0:00,157,Black Bass,Occupied,14.56,Riffle,NA,38,0.43,Boulder,0.4,0,0,0,0,0.4,Yes,-111.685193,34.538287,NA,NA,-111.6851482,34.5383108,NA,98,208,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
301,West Clear,3/16/2022 0:00,158,Desert Sucker,Occupied,19.94,Pool,NA,60,0.17,Pebble,0,0,0,0,0,0,Yes,-111.680723,34.66986,NA,NA,-111.6806738,34.5366161,NA,247,278,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,All DS in Honey Hole
260,West Clear,3/16/2022 0:00,160,Black Bass,Occupied,9.94,Riffle,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.683912,34.538592,NA,NA,-111.6839071,34.5386158,NA,77,186,Backpack Shocker,11/28/2022,Camp Crossing,NA
306,West Clear,3/16/2022 0:00,161,Desert Sucker,Occupied,17.6,Pool,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.680293,34.536272,NA,NA,-111.6802642,34.5362465,NA,224,263,Backpack Shocker,11/28/2022,Camp Crossing,NA
241,West Clear,3/16/2022 0:00,162,Black Bass,Available,8.44,Riffle,NA,70,0.29,Cobble,0,0,0,0.5,0,0.5,Yes,-111.685053,34.538308,NA,NA,-111.685036,34.5383231,NA,89,204,Backpack Shocker,11/28/2022,Start to 2nd Pool,internal clear liquid
235,West Clear,3/16/2022 0:00,163,Desert Sucker,Occupied,12.63,Riffle,NA,34,0.27,Boulder,0.5,0,0,0.2,0,0.7,Yes,-111.685143,34.538292,NA,NA,-111.6851222,34.5383011,NA,239,277,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,All DS in Honey Hole
237,West Clear,3/16/2022 0:00,163,Desert Sucker,Occupied,13.61,Riffle,NA,50,0.11,Boulder,0.2,0,0,0,0,0.2,Yes,-111.685097,34.538298,NA,NA,-111.6851502,34.5383169,NA,239,277,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,All DS in Honey Hole
308,West Clear,3/16/2022 0:00,164,Desert Sucker,Occupied,17.6,Pool,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,NA,-111.6802564,34.5362789,NA,285,288,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,All DS in Honey Hole
324,West Clear,3/16/2022 0:00,165,Black Bass,Occupied,16.92,Pool,NA,104,0.06,Silt,0,0,0,0.1,0,0.1,Yes,-111.67849,34.535788,NA,NA,-111.6785613,34.535844,NA,79,193,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
203,West Clear,3/16/2022 0:00,166,Black Bass,Occupied,16,Pool,NA,>150,NA,Gravel,0,0,0,0,0,0,No,-111.687043,34.538078,NA,NA,-111.6869714,34.5381098,NA,79,188,Backpack Shocker,11/28/2022,4th Pool to Honey Hole,NA
233,West Clear,3/16/2022 0:00,168,Black Bass,Occupied,12.72,Riffle,NA,37,0.97,Boulder,0.5,0,0,0,0,0.5,Yes,-111.685193,34.538287,NA,NA,-111.6851697,34.5382224,NA,76,184,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
310,West Clear,3/16/2022 0:00,169,Desert Sucker,Occupied,17.6,Pool,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,NA,-111.680269,34.5362551,NA,224,256,Backpack Shocker,11/28/2022,Camp Crossing,NA
238,West Clear,3/16/2022 0:00,171,Black Bass,Occupied,13.61,Riffle,NA,52,0.24,Boulder,0.2,0,0,0,0,0.2,Yes,-111.685092,34.538298,NA,NA,-111.6851436,34.5383287,NA,95,202,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
234,West Clear,3/16/2022 0:00,172,Black Bass,Occupied,12.75,Riffle,NA,30,0.28,Boulder,0.7,0,0,0,0,0.7,Yes,-111.685193,34.538287,NA,NA,-111.6851339,34.5382782,NA,82,190,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
245,West Clear,3/16/2022 0:00,173,Black Bass,Occupied,12.3,Riffle,NA,33,0.36,Boulder,0.3,0,0,0,0,0.3,No,-111.676848,34.535688,NA,NA,-111.6848143,34.5384231,NA,75,186,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
240,West Clear,3/16/2022 0:00,175,Black Bass,Occupied,8.45,Riffle,NA,65,0,Pebble,0,0,0,0.4,0,0.4,Yes,-111.685047,34.538312,NA,NA,-111.6850411,34.5382812,NA,73,187,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA
309,West Clear,3/16/2022 0:00,176,Desert Sucker,Occupied,17.6,Pool,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,NA,-111.680257,34.5362634,NA,186,252,Backpack Shocker,11/28/2022,Honey Hole,NA
206,West Clear,3/16/2022 0:00,178,Black Bass,Occupied,9.42,Riffle,NA,57,0.3,Boulder,0.7,0,0,0,0,0.7,Yes,-111.686857,34.704655,NA,NA,-111.6867775,34.538016,NA,117,221,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA
255,West Clear,3/16/2022 0:00,181,Black Bass,Occupied,15.6,Pool,NA,60,0.14,Gravel,0,0,0,0,0,0,No,-111.684172,34.538523,NA,NA,-111.6842739,34.5385497,NA,81,196,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA
265,West Clear,3/16/2022 0:00,182,Black Bass,Occupied,7.74,Riffle,NA,62,0,Gravel,0,0,0,0.1,0,0.1,Yes,-111.68374,34.538653,NA,NA,-111.6837362,34.5386898,NA,100,200,Backpack Shocker,11/28/2022,Start to 2nd Pool,internal clear liquid
262,West Clear,3/16/2022 0:00,184,Black Bass,Occupied,9.98,Riffle,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.683852,34.538597,NA,NA,-111.6839176,34.5385451,NA,98,204,Backpack Shocker,11/28/2022,Start to 2nd Pool,NA
254,West Clear,3/16/2022 0:00,185,Black Bass,Occupied,15.6,Pool,NA,50,0,Gravel,0.2,0,0,0,0,0.2,No,-111.68417,34.538407,NA,NA,-111.6842785,34.5385183,NA,88,201,Backpack Shocker,11/28/2022,Camp Crossing,NA
318,West Clear,3/16/2022 0:00,189,Desert Sucker,Occupied,10.14,Riffle,NA,59,0.7,Boulder,0.2,0,0.5,0,0,0.7,Yes,-111.679187,34.535962,NA,NA,-111.6793416,34.53605,NA,160,240,Backpack Shocker,11/28/2022,Honey Hole,NA
307,West Clear,3/16/2022 0:00,197,Desert Sucker,Occupied,17.6,Pool,NA,>150,NA,NA,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,NA,-111.6802749,34.5362678,NA,205,256,Backpack Shocker,11/28/2022,Honey Hole,NA
268,West Clear,3/16/2022 0:00,199,Black Bass,Occupied,8.22,Riffle,NA,<150,NA,NA,0,0,0,0,0,0,NA,-111.68373,34.538662,Not safe to measure,NA,-111.6836905,34.5386338,NA,76,184,Backpack Shocker,11/28/2022,Camp Crossing,NA
319,West Clear,3/16/2022 0:00,200,Desert Sucker,Occupied,10.81,Riffle,NA,60,1.18,Boulder,0.3,0,0.6,0,0,0.9,Yes,-111.67917,34.535938,NA,NA,-111.6791763,34.53603,NA,262,277,Backpack Shocker,11/28/2022,Honey Hole,NA
218,West Clear,3/16/2022 0:00,218,Black Bass,Occupied,11.52,Riffle,NA,59,0.35,Boulder,0.65,0,0,0,0,0.65,Yes,-111.686042,34.538222,NAmed bruno!,NA,-111.6861386,34.5381667,NA,87,194,Backpack Shocker,11/28/2022,2nd Pool to Almost Crossing,NA
204,West Clear,3/16/2022 0:00,NA,NA,Available,16.04,Pool,NA,64,0,Gravel,0.15,0,0,0,0,0.15,No,-111.687038,34.538048,NA,NA,-111.6869235,34.5380756,NA,NA,NA,NA,NA,NA,NA
177,West Clear,3/16/2022 0:00,NA,NA,Available,8.5,Pool,NA,45,0.02,Pebble,0.1,0,0,0.2,0,0.3,No,-111.68868,34.538475,NA,NA,-111.6887098,34.5384918,NA,NA,NA,NA,NA,NA,NA
181,West Clear,3/16/2022 0:00,NA,NA,Available,7.18,Riffle,NA,43,0.59,Pebble,0,0,0.5,0.1,0,0.6,Yes,-111.688163,34.538282,NA,NA,-111.6881478,34.5383301,NA,NA,NA,NA,NA,NA,NA
186,West Clear,3/16/2022 0:00,NA,NA,Available,7.5,Run,NA,33,0.11,Gravel,0.3,0,0,0,0,0.3,Yes,-111.688692,34.538172,NA,NA,-111.6884629,34.5381594,NA,NA,NA,NA,NA,NA,NA
196,West Clear,3/16/2022 0:00,NA,NA,Available,20.41,Pool,NA,108,0,Silt,0,0,0,0,0,0,Yes,-111.687533,34.538252,NA,NA,-111.6875149,34.538256,NA,NA,NA,NA,NA,NA,NA
244,West Clear,3/16/2022 0:00,NA,NA,Available,10.98,Riffle,NA,48,0.64,Pebble,0.15,0,0,0,0,0.15,Yes,-111.684773,34.538352,NA,NA,-111.6848942,34.5384469,NA,NA,NA,NA,NA,NA,NA
211,West Clear,3/16/2022 0:00,NA,NA,Available,21.02,Riffle,NA,38,0.49,Boulder,0.6,0,0,0,0,0.6,Yes,-111.686737,34.538092,NA,NA,-111.6865431,34.5380629,NA,NA,NA,NA,NA,NA,NA
212,West Clear,3/16/2022 0:00,NA,NA,Available,19.3,Riffle,NA,39,0.11,Boulder,0.6,0,0,0,0,0.6,No,-111.686377,34.538067,NA,NA,-111.6864386,34.5380458,NA,NA,NA,NA,NA,NA,NA
213,West Clear,3/16/2022 0:00,NA,NA,Available,15.76,Riffle,NA,49,0.41,Boulder,0.3,0,0,0,0,0.3,No,-111.686308,34.538032,NA,NA,-111.6863889,34.5380729,NA,NA,NA,NA,NA,NA,NA
214,West Clear,3/16/2022 0:00,NA,NA,Available,12.48,Riffle,NA,41,0.58,Boulder,0.15,0,0,0,0,0.15,Yes,-111.686323,34.538147,NA,NA,-111.6863337,34.5380789,NA,NA,NA,NA,NA,NA,NA
175,West Clear,3/16/2022 0:00,NA,NA,Available,14.3,Riffle,NA,42,0.5,Pebble,0.3,0,0,0,0,0.3,No,-111.688985,34.538462,NA,NA,-111.6889468,34.5384548,NA,NA,NA,NA,NA,NA,NA
176,West Clear,3/16/2022 0:00,NA,NA,Available,10.69,Pool,NA,73,0.14,Pebble,0,0,0,0,0,0,No,-111.688893,34.538417,NA,NA,-111.6888361,34.5384694,NA,NA,NA,NA,NA,NA,NA
217,West Clear,3/16/2022 0:00,NA,NA,Available,9.73,Riffle,NA,44,0.23,Cobble,0.2,0,0,0,0,0.2,Yes,-111.686085,34.538202,NA,NA,-111.68615,34.5381627,NA,NA,NA,NA,NA,NA,NA
221,West Clear,3/16/2022 0:00,NA,NA,Available,14.07,Riffle,NA,56,0.55,Cobble,0.1,0,0,0,0,0.1,No,-111.685755,34.538197,NA,NA,-111.6859755,34.5381315,NA,NA,NA,NA,NA,NA,NA
182,West Clear,3/16/2022 0:00,NA,NA,Available,26.7,Pool,NA,107,0.02,Gravel,0,0,0,0,0,0,No,-111.688048,34.538207,NA,NA,-111.6880453,34.5382087,NA,NA,NA,NA,NA,NA,NA
183,West Clear,3/16/2022 0:00,NA,NA,Available,9.54,Pool,NA,36,0.03,Cobble,0.2,0,0,0.1,0,0.3,Yes,-111.688218,34.538193,NA,NA,-111.6881483,34.5381889,NA,NA,NA,NA,NA,NA,NA
184,West Clear,3/16/2022 0:00,NA,NA,Available,12.6,Riffle,NA,26,0.27,Pebble,0.2,0,0,0.1,0,0.3,Yes,-111.688343,34.538083,NA,NA,-111.6882356,34.5381458,NA,NA,NA,NA,NA,NA,NA
226,West Clear,3/16/2022 0:00,NA,NA,Available,14.21,Run,NA,31,0.02,Sand,0.05,0,0,0.05,0.3,0.4,Yes,-111.685603,34.538208,NA,NA,-111.6856501,34.5382926,NA,NA,NA,NA,NA,NA,NA
187,West Clear,3/16/2022 0:00,NA,NA,Available,7.14,Run,NA,59,0.18,Silt,0,0,0,0.2,0.1,0.3,Yes,-111.688873,34.538232,NA,NA,-111.6887916,34.5382423,NA,NA,NA,NA,NA,NA,NA
188,West Clear,3/16/2022 0:00,NA,NA,Available,7.1,Riffle,NA,19,0.04,Cobble,0.3,0,0,0,0,0.3,No,-111.689028,34.5382,NA,NA,-111.6889538,34.5382092,NA,NA,NA,NA,NA,NA,NA
190,West Clear,3/16/2022 0:00,NA,NA,Available,4.5,Riffle,NA,26,0.14,Boulder,0.4,0,0.2,0,0,0.6,Yes,-111.689338,34.538267,NA,NA,-111.6893094,34.5382549,NA,NA,NA,NA,NA,NA,NA
192,West Clear,3/16/2022 0:00,NA,NA,Available,15.74,Pool,NA,>150,NA,NA,0,0,0,0,0,0,Yes,-111.687953,34.538077,NA,NA,-111.6878888,34.5381241,NA,NA,NA,NA,NA,NA,NA
193,West Clear,3/16/2022 0:00,NA,NA,Available,19.95,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687718,34.53829,NA,NA,-111.6877045,34.5382776,NA,NA,NA,NA,NA,NA,NA
194,West Clear,3/16/2022 0:00,NA,NA,Available,20.21,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687668,34.538327,NA,NA,-111.6876383,34.5382899,NA,NA,NA,NA,NA,NA,NA
236,West Clear,3/16/2022 0:00,NA,NA,Available,13.54,Riffle,NA,62,0.86,Boulder,0.4,0,0.05,0,0,0.45,Yes,-111.685135,34.538305,NA,NA,-111.6851017,34.5383272,NA,NA,NA,NA,NA,NA,NA
198,West Clear,3/16/2022 0:00,NA,NA,Available,19.1,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687347,34.538218,NA,NA,-111.6873445,34.5382319,NA,NA,NA,NA,NA,NA,NA
199,West Clear,3/16/2022 0:00,NA,NA,Available,16.29,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687317,34.53819,NA,NA,-111.6872452,34.5381905,NA,NA,NA,NA,NA,NA,NA
200,West Clear,3/16/2022 0:00,NA,NA,Available,19.01,Pool,NA,64,0,Silt,0,0,0,0,0,0,Yes,-111.687265,34.538162,NA,NA,-111.6871605,34.5381707,NA,NA,NA,NA,NA,NA,NA
202,West Clear,3/16/2022 0:00,NA,NA,Available,17.1,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687078,34.538092,NA,NA,-111.6870316,34.5381058,NA,NA,NA,NA,NA,NA,NA
284,West Clear,3/16/2022 0:00,NA,NA,Available,12.46,Pool,NA,89,0.46,Boulder,0.4,0,0,0,0,0.4,Yes,-111.682567,34.538042,NA,NA,-111.6826485,34.5381566,NA,NA,NA,NA,NA,NA,NA
246,West Clear,3/16/2022 0:00,NA,NA,Available,13.3,Riffle,NA,56,0.23,Boulder,0.4,0,0.05,0,0,0.45,No,-111.684682,34.538402,NA,NA,-111.6848038,34.5384163,NA,NA,NA,NA,NA,NA,NA
209,West Clear,3/16/2022 0:00,NA,NA,Occupied,14.08,Riffle,NA,62,0.49,Gravel,0.15,0,0,0,0,0.15,Yes,-111.686497,34.538032,NA,NA,-111.6866562,34.5380555,NA,NA,NA,NA,NA,NA,NA
251,West Clear,3/16/2022 0:00,NA,NA,Available,10.9,Riffle,NA,65,0.47,Cobble,0.1,0,0,0,0,0.1,No,-111.68442,34.538497,NA,NA,-111.6844512,34.5385572,NA,NA,NA,NA,NA,NA,NA
252,West Clear,3/16/2022 0:00,NA,NA,Available,12.4,Riffle,NA,26,0.34,Silt,0,0,0,0,0.8,0.8,Yes,-111.684358,34.538532,NA,NA,-111.6844062,34.5385059,NA,NA,NA,NA,NA,NA,NA
253,West Clear,3/16/2022 0:00,NA,NA,Available,15.6,Pool,NA,66,0.4,Boulder,0.3,0,0,0,0,0.3,No,-111.68411,34.538427,NA,NA,-111.6843948,34.5385047,NA,NA,NA,NA,NA,NA,NA
294,West Clear,3/16/2022 0:00,NA,NA,Available,14.8,Riffle,NA,73,0.47,Cobble,0.3,0,0.2,0,0,0.5,Yes,-111.681333,34.53706,NA,NA,-111.6814453,34.5370785,NA,NA,NA,NA,NA,NA,NA
215,West Clear,3/16/2022 0:00,NA,NA,Available,10.58,Riffle,NA,50,0.64,Boulder,0.3,0,0,0,0,0.3,No,-111.686173,34.53813,NA,NA,-111.6862663,34.5380941,NA,NA,NA,NA,NA,NA,NA
216,West Clear,3/16/2022 0:00,NA,NA,Available,9.54,Riffle,NA,46,0.4,Cobble,0.2,0,0,0,0,0.2,No,-111.686163,34.538087,NA,NA,-111.6862075,34.538115,NA,NA,NA,NA,NA,NA,NA
257,West Clear,3/16/2022 0:00,NA,NA,Available,14.6,Pool,NA,53,0.12,Cobble,0.1,0,0,0,0,0.1,Yes,-111.684013,34.538365,NA,NA,-111.6841039,34.5386241,NA,NA,NA,NA,NA,NA,NA
178,West Clear,3/16/2022 0:00,NA,NA,Available,9.48,Pool,NA,85,0.08,Cobble,0.1,0,0,0,0,0.1,Yes,-111.688507,34.538458,NA,NA,-111.6885247,34.5385559,NA,NA,NA,NA,NA,NA,NA
179,West Clear,3/16/2022 0:00,NA,NA,Available,7.29,Riffle,NA,37,0.21,Boulder,0.3,0,0.3,0,0,0.6,No,-111.688438,34.538412,NA,NA,-111.6883976,34.5384918,NA,NA,NA,NA,NA,NA,NA
180,West Clear,3/16/2022 0:00,NA,NA,Available,7.03,Riffle,NA,45,0.45,Boulder,0.3,0,0.3,0,0,0.6,Yes,-111.688298,34.53838,NA,NA,-111.6882947,34.5383777,NA,NA,NA,NA,NA,NA,NA
261,West Clear,3/16/2022 0:00,NA,NA,Available,9.91,Riffle,NA,61,0.07,Silt,0,0,0,0.3,0,0.3,Yes,-111.683917,34.538598,NA,NA,-111.6839218,34.5385672,NA,NA,NA,NA,NA,NA,NA
222,West Clear,3/16/2022 0:00,NA,NA,Available,15.01,Riffle,NA,38,0.28,Pebble,0.15,0,0,0,0,0.15,No,-111.685773,34.538188,NA,NA,-111.6859004,34.5381717,NA,NA,NA,NA,NA,NA,NA
223,West Clear,3/16/2022 0:00,NA,NA,Available,14.95,Riffle,NA,50,0.96,Boulder,0.5,0,0.05,0,0,0.55,No,-111.685725,34.538292,NA,NA,-111.6858241,34.5381935,NA,NA,NA,NA,NA,NA,NA
224,West Clear,3/16/2022 0:00,NA,NA,Available,13.09,Riffle,NA,42,0.84,Gravel,0.3,0,0,0,0,0.3,Yes,-111.685692,34.538245,NA,NA,-111.6857801,34.5382041,NA,NA,NA,NA,NA,NA,NA
185,West Clear,3/16/2022 0:00,NA,NA,Available,9.3,Run,NA,35,0.05,Gravel,0.1,0,0,0,0.05,0.15,No,-111.688493,34.538183,NA,NA,-111.6882719,34.5381312,NA,NA,NA,NA,NA,NA,NA
266,West Clear,3/16/2022 0:00,NA,NA,Available,8.07,Riffle,NA,38,0,Cobble,0.2,0,0.2,0,0,0.4,Yes,-111.683653,34.538668,NA,NA,-111.6836337,34.5386917,NA,NA,NA,NA,NA,NA,NA
227,West Clear,3/16/2022 0:00,NA,NA,Available,14.03,Run,NA,58,0.28,Pebble,0.15,0,0,0,0,0.15,Yes,-111.685498,34.53826,NA,NA,-111.6855824,34.5382352,NA,NA,NA,NA,NA,NA,NA
228,West Clear,3/16/2022 0:00,NA,NA,Available,12.26,Riffle,NA,84,0.65,Boulder,0.3,0,0,0,0,0.3,No,-111.685473,34.538295,NA,NA,-111.6855048,34.5383103,NA,NA,NA,NA,NA,NA,NA
189,West Clear,3/16/2022 0:00,NA,NA,Available,5.3,Riffle,NA,29,0.55,Cobble,0.1,0,0.1,0,0,0.2,Yes,-111.689192,34.538217,NA,NA,-111.689177,34.5382201,NA,NA,NA,NA,NA,NA,NA
230,West Clear,3/16/2022 0:00,NA,NA,Available,17.16,Riffle,NA,34,1.16,Cobble,0.35,0,0.1,0,0,0.45,Yes,-111.685273,34.538265,NA,NA,-111.6853297,34.5383294,NA,NA,NA,NA,NA,NA,NA
191,West Clear,3/16/2022 0:00,NA,NA,Available,19.24,Pool,NA,99,0,Pebble,0,0,0,0,0,0,No,-111.688063,34.538092,NA,NA,-111.6880237,34.5381325,NA,NA,NA,NA,NA,NA,NA
272,West Clear,3/16/2022 0:00,NA,NA,Available,11.75,Riffle,NA,49,0.03,Boulder,0.2,0,0,0,0,0.2,Yes,-111.683272,34.538523,NA,NA,-111.6833705,34.5386271,NA,NA,NA,NA,NA,NA,NA
273,West Clear,3/16/2022 0:00,NA,NA,Available,8.19,Riffle,NA,60,0.77,Cobble,0.1,0,0.1,0,0,0.2,Yes,-111.683218,34.538537,NA,NA,-111.683296,34.5386115,NA,NA,NA,NA,NA,NA,NA
274,West Clear,3/16/2022 0:00,NA,NA,Available,8.15,Riffle,NA,48,0.64,Cobble,0.2,0,0.3,0,0,0.5,No,-111.683168,34.538525,NA,NA,-111.6832236,34.5385562,NA,NA,NA,NA,NA,NA,NA
195,West Clear,3/16/2022 0:00,NA,NA,Available,21.3,Pool,NA,>150,NA,NA,0,0,0,0,0,0,No,-111.687588,34.538288,NA,NA,-111.6875994,34.538292,NA,NA,NA,NA,NA,NA,NA
276,West Clear,3/16/2022 0:00,NA,NA,Available,11.86,Riffle,NA,37,0.21,Boulder,0.2,0,0.2,0,0,0.4,No,-111.682995,34.538485,NA,NA,-111.6830574,34.5384825,NA,NA,NA,NA,NA,NA,NA
197,West Clear,3/16/2022 0:00,NA,NA,Available,23.39,Pool,NA,>150,NA,NA,0,0,0,0,0,0,Yes,-111.687455,34.538303,NA,NA,-111.6874157,34.5382489,NA,NA,NA,NA,NA,NA,NA
278,West Clear,3/16/2022 0:00,NA,NA,Available,19,Riffle,NA,59,0.45,Cobble,0.2,0,0.1,0,0,0.3,No,-111.682982,34.538392,NA,NA,-111.6830027,34.538472,NA,NA,NA,NA,NA,NA,NA
