"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Ratio_Pool","RPool_95L","RPool_95H","RPool_80L","RPool_80H","RPool_Percent_Support","Ratio_Riffle","RRiffle_95L","RRiffle_95H","RRiffle_80L","RRiffle_80H","RRiffle_Percent_Support","Ratio_Run","RRun_95L","RRun_95H","RRun_80L","RRun_80H","RRun_Percent_Support","Mesohabitat_Riffle","MesoRiffle_95L","MesoRiffle_95H","MesoRiffle_80L","MesoRiffle_80H","MesoRiffle_Percent_Support","Mesohabitat_Run","MesoRun_95L","MesoRun_95H","MesoRun_80L","MesoRun_80H","MesoRun_Percent_Support","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"21","DS","WB","Active","RI",18,13,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218,-0.201,0.485,0.012,0.407,0.9111,0.532,0.182,0.877,0.306,0.751,0.9974,0.462,0.198,0.745,0.29,0.642,1,0.328,-0.177,0.647,0.085,0.553,0.9477,0.583,0.247,0.937,0.364,0.8,0.9992,0.347,-0.124,0.711,0.073,0.601,0.9368,0.166,-0.192,0.755,-0.135,0.389,0.815,0.137,0.286,2.8184,0.7449,0.107,0.614,1.7117,0.3853,0.08,0.72,20.59,41.144,0.7415,0.0955,14.166,53.982,0.2653,0.0426,11,64,5.004,5.92,2.138,1,5,5.998,2.126,1,5,6,0.094,0.489,0.5515,0.0843,0.018,0.789,NA,NA,0,0.9,0.4479,0.62,0,0,1
"22","DS","WB","Active","PO",18,11,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-0.844,0.403,-0.562,0.254,0.5882,0.181,-0.185,0.484,-0.045,0.391,0.8555,-0.205,-0.553,0.182,-0.436,0.036,0.8645,-0.047,-0.875,0.614,-0.56,0.418,0.5077,0.183,-0.298,0.703,-0.137,0.51,0.7664,0.698,0.353,1.016,0.479,0.899,1,0.079,-0.449,0.723,-0.251,0.34,0.6113,0.001,0.039,0.3847,0.0097,0,0.077,0.057,0.0051,0,0.14,58.056,95.599,1.5834,0.4771,37.049,128.894,1.0112,0.2328,4,151,3.387,4.954,1.1292,0.1959,2.036,5.593,1.1872,0.1627,1,6,0.116,0.367,2.1747,0.6611,0.027,0.616,0.6406,0.6467,0,0.8,0.4469,0.638,0,0,1
"23","DS","WB","Active","RU",8,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164,-0.772,0.506,-0.462,0.06,0.8316,0.629,-0.028,1.404,0.131,1.044,0.9679,0.18,-0.211,0.627,-0.081,0.478,0.7899,0.015,-0.644,0.694,-0.345,0.343,0.5232,0.652,-0.073,1.519,0.098,1.103,0.953,0.419,-0.174,1.127,0.073,0.734,0.9264,0.918,0.245,8.512,0.315,0.989,1,0.075,0.169,-0.009,9e-04,0.035,0.241,-0.0542,1e-04,0.01,0.28,38.978,54.33,1.1119,0.4554,33.287,93.548,0.5861,0.0485,30,118,5.055,6.356,0.3918,0.0014,4.439,6.86,0.5119,0.0018,4,7,0.011,0.381,-1.2323,0,0,0.537,-1.0346,0,0,0.6,1.8864,0.244,0,0,1
"24","DS","WB","Inactive","RI",20,15,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,-0.533,0.647,-0.062,0.554,0.8571,0.054,-0.264,0.343,-0.151,0.248,0.6471,-0.203,-0.555,0.175,-0.444,0.045,0.8569,0.263,-0.545,0.66,-0.066,0.561,0.8546,0.013,-0.338,0.33,-0.211,0.229,0.5421,0.25,-0.087,0.56,0.026,0.463,0.9251,0.61,0.019,7.618,0.076,0.722,0.9858,0.025,0.431,-0.3703,0.0208,0.001,1.411,-2.279,0.0021,0,1.76,23.932,36.672,0.5197,0.0572,20.663,44.59,1.1643,0.2053,18,49,4.521,5.469,0.2169,0.0042,3.659,5.971,0.3366,0.007,3,6,0.139,0.411,0.8429,0.2137,0.019,0.649,0.5012,0.0498,0,0.9,1.1946,0.386,0,0,1
"25","DS","WB","Inactive","PO",12,11,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.173,-81.501,0.397,-3.569,0.289,0.6481,0.897,0.353,1.571,0.473,1.141,1,0.132,-0.53,1.138,-0.317,0.518,0.6232,-1.975,-75.895,1.16,-1.852,0.817,0.3305,1.181,0.578,2.184,0.639,1.489,1,0.575,-0.657,1.143,0.417,0.95,0.9683,0.475,-0.143,7.642,-0.085,0.604,0.8332,0,0.011,1.2792,0.3247,0,0.113,-0.4243,0.1019,0,0.3,96.639,151,2.0196,0.4851,52.041,151,1.431,0.2415,35,151,2.663,5.571,-0.0386,0.0176,1.465,6.449,-0.4426,0.0174,1,7,0,0.205,-2.1464,1e-04,0,0.624,-3.4745,1e-04,0,0.75,0.6632,0.534,0,0,1
"26","DS","WB","Inactive","RU",10,9,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.508,-1.098,-0.085,-0.871,-0.186,0.995,0.394,0.165,0.814,0.229,0.608,1,-0.062,-0.534,0.513,-0.405,0.298,0.6169,-0.393,-0.835,-0.04,-0.67,-0.141,0.9856,0.386,0.145,0.902,0.207,0.67,1,0.259,-0.176,0.651,0.032,0.472,0.9215,-0.079,-0.757,0.423,-0.373,0.335,0.5215,0.053,0.141,0.4676,0.1142,0.017,0.181,0.8305,0.0313,0,0.25,49.73,66.981,0.7508,0.1008,36.158,72.873,0.6739,0.2058,26,76,4.041,5.316,-0.0319,0.0212,3.271,6.285,NA,NA,3,7,0.034,0.254,0.0293,0.0758,0.005,0.409,-0.5471,0.0074,0,0.5,0.3909,0.655,0,0,1
"27","DS","WC","Active","RI",24,13,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.165,-0.597,0.132,-0.412,0.054,0.8161,0.904,0.41,1.37,0.583,1.215,1,0.169,-0.207,0.64,-0.092,0.464,0.784,-0.194,-0.669,0.147,-0.471,0.053,0.8278,0.905,0.416,1.373,0.585,1.215,1,0.187,-0.247,0.576,-0.096,0.46,0.8055,0.381,-0.368,7.104,-0.177,0.48,0.6819,0.096,0.283,1.1565,0.1753,0.031,0.375,0.9478,0.0711,0,0.45,37.262,52.086,2.0891,0.6887,27.54,56.472,1.1591,0.25,17,63,4.523,5.65,0.8424,0.0629,3.457,5.968,0.8462,0.0282,3,6,0.158,0.435,1.1186,0.1904,0.085,0.631,0.9512,0.1406,0,1,0.5971,0.561,0,0,1
"28","DS","WC","Active","PO",22,11,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465,0.267,0.655,0.339,0.583,1,0.046,-0.287,0.344,-0.169,0.251,0.6259,0.246,-0.215,0.774,-0.062,0.564,0.8371,0.552,0.292,0.829,0.375,0.72,1,0.366,-0.125,0.91,0.03,0.708,0.9195,0.389,0,0.696,0.159,0.601,0.9751,4.8,0.998,8.464,1.022,8.449,1,0.055,0.118,4.3169,0.8933,0.014,0.183,1.6185,0.6553,0,0.33,70.987,103.072,2.4357,0.8525,57.453,136.642,1.7436,0.4615,42,151,3.987,5.955,2.2683,0.7937,2.563,6.096,2.0055,0.6226,1,7,0.08,0.432,1.3614,0.5335,0.01,0.557,0.3756,0.1719,0,0.8,6.9097,0.013,1,0,1
"29","DS","WC","Active","RU",10,7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349,-1.209,0.168,-0.822,0.027,0.877,3.089,1.147,4.606,2.049,4.068,1,0.229,-0.36,0.851,-0.134,0.709,0.7104,-0.343,-1.468,0.612,-0.958,0.244,0.8057,3.139,1.142,4.859,2.099,4.161,1,-0.128,-1.264,0.497,-0.813,0.373,0.5945,-0.45,-1.101,0.166,-0.749,-0.161,0.9078,0.055,0.146,1.2965,0.2655,0.02,0.204,-0.0166,0.0207,0,0.24,55.789,101.365,1.9286,0.5102,53.321,134.098,1.3928,0.2062,52,151,4.681,5,1.3427,0.3836,3.676,6.136,0.265,0.0767,3,7,0.045,0.302,0.7498,0.0821,0.011,0.52,-0.3108,0.0235,0,0.7,1.7576,0.331,0,0,1
"30","DS","WC","Inactive","RI",6,5,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,-2.946,0.951,-0.48,0.807,0.6522,0.314,-0.614,0.988,-0.062,0.748,0.8588,0.346,-0.409,2.011,-0.338,1.705,0.7005,0.027,-2.968,1.002,-0.686,0.8,0.6501,0.307,-0.548,1.047,-0.05,0.715,0.8492,0.472,-1.515,1.419,-0.037,0.993,0.8618,7.854,7.362,7.91,7.848,7.894,1,0.192,0.634,-0.4846,0.0124,0.084,0.88,-1.84,0,0,1.18,39.353,51.903,0.3165,0.0479,34.25,56.839,-0.4291,0.0231,30,60,4.504,5.701,0.0046,0.1024,3.786,5.94,-0.1746,0.1024,3,6,0.234,0.602,0.2404,0.0955,0.097,0.758,-0.8167,0.0547,0,0.9,1.5713,0.212,0,1,1
"31","DS","WC","Inactive","PO",8,8,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.234,-147.062,-0.28,-144.432,-0.344,0.9999,1.465,0.228,25.375,0.279,1.149,1,-3.839,-17.31,0.346,-17.063,0.26,0.765,-30.776,-146.196,0.626,-142.887,0.289,0.773,1.094,-0.075,16.633,0.042,1.406,0.9358,-22.511,-23.369,-20.751,-23.183,-21.822,1,1.977,-8.196,8.771,-0.018,8.637,0.8599,0,0,1.7292,0.3721,0,0.095,0.605,0.2512,0,0.17,114.65,151,1.3981,0.4674,44.13,151,-0.9822,0.0416,8,151,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,1.7846,0.8481,0,0,1.7846,0.8481,0,0,0.6372,0.581,0,0,1
"32","DS","WC","Inactive","RU",2,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.303,-2.296,-0.619,-1.955,-0.719,1,0.053,-0.204,0.475,-0.126,0.271,0.6032,0.344,-0.653,1.36,-0.543,1.268,0.5023,-1.391,-2.604,-0.604,-2.174,-0.707,1,0.015,-0.441,0.779,-0.286,0.459,0.4419,-20.609,-50.455,1.254,-49.843,0.96,0.5023,6.21,5.828,6.314,5.849,6.289,1,0.08,0.08,3.1041,1,0.08,0.08,3.1041,1,0.06,0.1,61.009,61.009,4.0165,1,61.009,61.009,4.0165,1,59,63,4.005,4.005,1.4654,0.2951,4.005,4.005,1.4654,0.2951,3,5,0.149,0.149,1.7449,0.4977,0.149,0.149,1.7449,0.4977,0,0.3,0.2511,0.62,0,1,1
