"","Mean_VelocityU","Velocity_25U","Velocity_75U","Velocity_5U","Velocity_95U","Mean_VelocityA","Velocity_25A","Velocity_75A","Velocity_5A","Velocity_95A","Mean_DepthU","Depth_25U","Depth_75U","Depth_5U","Depth_95U","Mean_DepthA","Depth_25A","Depth_75A","Depth_5A","Depth_95A","Mean_SubstrateU","Substrate_25U","Substrate_75U","Substrate_5U","Substrate_95U","Mean_SubstrateA","Substrate_25A","Substrate_75A","Substrate_5A","Substrate_95A","Mean_InstreamU","Instream_25U","Instream_75U","Instream_5U","Instream_95U","Mean_InstreamA","Instream_25A","Instream_75A","Instream_5A","Instream_95A","Mean_CanopyU","Canopy_25U","Canopy_75U","Canopy_5U","Canopy_95U","Mean_CanopyA","Canopy_25A","Canopy_75A","Canopy_5A","Canopy_95A"
"1",0.15,0.13,0.175,0.095,0.217,0.237142857142857,0.07,0.345,0,0.64,36.4285714285714,22,50,16.8,55.4,23.4395604395604,15,29.5,2.5,51,5.57142857142857,5,6,5,6,5.1978021978022,5,6,4,6,0.414285714285714,0.2,0.7,0.03,0.8,0.241208791208791,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.626373626373626,0,1,0,1
"2",0.145714285714286,0.13,0.165,0.095,0.211,0.23,0.04,0.345,0,0.64,32.2857142857143,22,41,16.8,53,22.9120879120879,15,29.5,4,51,5.57142857142857,5,6,5,6,5.23076923076923,5,6,4,6,0.371428571428571,0.05,0.7,0,0.8,0.257692307692308,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.626373626373626,0,1,0,1
"3",0.222857142857143,0.13,0.2,0.095,0.546,0.24,0.065,0.35,0,0.63,35.7142857142857,25.5,43,21.3,53,22.7252747252747,15,29.5,3.5,47,5.42857142857143,5,6,5,6,5.24175824175824,5,6,4,6.5,0.328571428571429,0.05,0.55,0,0.8,0.252197802197802,0.1,0.4,0,0.6,0.571428571428571,0,1,0,1,0.637362637362637,0,1,0,1
"4",0.245714285714286,0.14,0.215,0.133,0.549,0.206373626373626,0.04,0.33,0,0.61,29.1428571428571,21.5,34.5,16.8,49.8,23.2197802197802,15,30,2.5,47,5.28571428571429,5,5.5,5,6,5.30769230769231,5,6,4,6,0.271428571428571,0.05,0.45,0,0.74,0.252747252747253,0.025,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.615384615384615,0,1,0,1
"5",0.157142857142857,0.13,0.2,0.095,0.217,0.245164835164835,0.07,0.35,0,0.63,35.5714285714286,26,43,21.6,51.6,23.5604395604396,15.5,29.5,7,48.5,5.42857142857143,5,6,5,6,5.25274725274725,5,6,4,6,0.385714285714286,0.1,0.7,0.03,0.8,0.269230769230769,0.1,0.425,0,0.625,0.714285714285714,0.5,1,0,1,0.637362637362637,0,1,0,1
"6",0.212857142857143,0.13,0.165,0.095,0.54,0.25010989010989,0.08,0.36,0,0.64,37.7142857142857,25.5,50,21.3,55.4,22.8021978021978,15,29,5,48.5,5.42857142857143,5,6,5,6,5.25274725274725,5,6,4,6,0.3,0.05,0.55,0,0.8,0.266483516483516,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.615384615384615,0,1,0,1
"7",0.145714285714286,0.13,0.165,0.095,0.204,0.233626373626374,0.04,0.345,0,0.64,34.4285714285714,25,43,16.8,51.6,22.0989010989011,14.5,28.5,2.5,48.5,5.28571428571429,5,5.5,5,6,5.37362637362637,5,6,4,6.5,0.3,0.05,0.55,0,0.8,0.26043956043956,0.075,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.593406593406593,0,1,0,1
"8",0.152857142857143,0.13,0.165,0.13,0.204,0.223186813186813,0.045,0.345,0,0.625,35.8571428571429,25,47,16.8,55.4,22.2417582417582,15,28.5,2,51,5.28571428571429,5,5.5,5,6,5.27472527472527,5,6,4,6,0.228571428571429,0.05,0.3,0,0.65,0.232967032967033,0,0.4,0,0.6,0.571428571428571,0,1,0,1,0.593406593406593,0,1,0,1
"9",0.224285714285714,0.13,0.2,0.095,0.546,0.233846153846154,0.07,0.35,0,0.63,32.7142857142857,21.5,43,16.8,53,21.3516483516484,15,26,2,47,5.42857142857143,5,6,5,6,5.1978021978022,5,6,4,6,0.328571428571429,0.05,0.55,0,0.8,0.240659340659341,0.075,0.4,0,0.6,0.571428571428571,0,1,0,1,0.648351648351648,0,1,0,1
"10",0.217142857142857,0.13,0.175,0.095,0.546,0.214835164835165,0.04,0.335,0,0.61,33.4285714285714,21.5,43,16.8,51.6,21.8461538461538,14,28.5,3.5,45,5.28571428571429,5,5.5,5,6,5.21978021978022,5,6,4,6,0.285714285714286,0,0.55,0,0.8,0.234615384615385,0.025,0.4,0,0.6,0.857142857142857,1,1,0.3,1,0.571428571428571,0,1,0,1
"11",0.235714285714286,0.13,0.215,0.095,0.549,0.219230769230769,0.05,0.315,0,0.63,31,22.5,38,21.3,44.2,23.2857142857143,15,30,3.5,51,5.42857142857143,5,6,5,6,5.24175824175824,5,6,4,6,0.371428571428571,0.05,0.7,0,0.8,0.252747252747253,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.648351648351648,0,1,0,1
"12",0.164285714285714,0.13,0.2,0.13,0.217,0.227472527472527,0.055,0.325,0,0.63,37,26,47,21.6,55.4,22.1208791208791,14.5,29.5,2.5,46.5,5.42857142857143,5,6,5,6,5.30769230769231,5,6,4,6.5,0.314285714285714,0.1,0.45,0.03,0.74,0.23956043956044,0.025,0.4,0,0.6,0.571428571428571,0,1,0,1,0.648351648351648,0,1,0,1
"13",0.235714285714286,0.13,0.215,0.095,0.549,0.218461538461538,0.04,0.335,0,0.63,31,22.5,38,21.3,44.2,22.4945054945055,14.5,30,2,47,5.42857142857143,5,6,5,6,5.2967032967033,5,6,4,6,0.371428571428571,0.05,0.7,0,0.8,0.254395604395604,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.615384615384615,0,1,0,1
"14",0.154285714285714,0.13,0.165,0.13,0.211,0.22989010989011,0.07,0.335,0,0.63,33.4285714285714,22,45,16.8,55.4,22.5824175824176,14.5,30,3.5,45,5.42857142857143,5,6,5,6,5.23076923076923,5,6,4,6,0.271428571428571,0.05,0.45,0,0.74,0.249450549450549,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.615384615384615,0,1,0,1
"15",0.154285714285714,0.13,0.165,0.13,0.211,0.222417582417582,0.07,0.325,0,0.575,33.4285714285714,22,45,16.8,55.4,24.1868131868132,15,30,3.5,51,5.42857142857143,5,6,5,6,5.1978021978022,5,6,4,6,0.271428571428571,0.05,0.45,0,0.74,0.263186813186813,0.1,0.4,0,0.6,0.714285714285714,0.5,1,0,1,0.593406593406593,0,1,0,1
