"","Mean_VelocityU","Velocity_25U","Velocity_75U","Velocity_5U","Velocity_95U","Mean_VelocityA","Velocity_25A","Velocity_75A","Velocity_5A","Velocity_95A","Mean_DepthU","Depth_25U","Depth_75U","Depth_5U","Depth_95U","Mean_DepthA","Depth_25A","Depth_75A","Depth_5A","Depth_95A","Mean_SubstrateU","Substrate_25U","Substrate_75U","Substrate_5U","Substrate_95U","Mean_SubstrateA","Substrate_25A","Substrate_75A","Substrate_5A","Substrate_95A","Mean_InstreamU","Instream_25U","Instream_75U","Instream_5U","Instream_95U","Mean_InstreamA","Instream_25A","Instream_75A","Instream_5A","Instream_95A","Mean_CanopyU","Canopy_25U","Canopy_75U","Canopy_5U","Canopy_95U","Mean_CanopyA","Canopy_25A","Canopy_75A","Canopy_5A","Canopy_95A"
"1",0.18875,0.115,0.2825,0.035,0.2965,0.250627376425856,0.06,0.33,0,0.8375,54.375,49,63,33.5,68.6,34.0037807183365,24,43,13,54.6,5.125,5,6,3.7,6,4.77110694183865,4,6,3,6,0.311111111111111,0.1,0.5,0,0.7,0.278464419475655,0.1,0.4,0,0.717499999999998,0.75,0.75,1,0,1,0.740530303030303,0,1,0,1
"2",0.305555555555556,0.12,0.36,0.04,0.75,0.240227272727273,0.06,0.33,0,0.7665,46.1111111111111,38,59,34.6,62.6,34.120527306968,25,43,14,54,5.22222222222222,5,6,3.4,6,4.74157303370786,4,6,3,6,0.322222222222222,0.1,0.5,0,0.63,0.267247191011236,0.1,0.4,0,0.7,0.555555555555556,0,1,0,1,0.712121212121212,0,1,0,1
"3",0.235555555555556,0,0.4,0,0.742,0.239733840304183,0.06,0.33,0,0.76,43.1111111111111,36,49,32.8,57.2,34.1666666666667,25,42.25,14,55.65,4.88888888888889,5,5,3.4,6,4.73921200750469,4,6,3,6,0.166666666666667,0,0.2,0,0.5,0.265749063670412,0.1,0.4,0,0.7,0.777777777777778,1,1,0,1,0.702651515151515,0,1,0,1
"4",0.143333333333333,0.07,0.17,0,0.356,0.243225806451613,0.06,0.33,0,0.804,43.2222222222222,33,49,26.4,60.8,33.3377358490566,24,42,12,54,4.77777777777778,4,6,3,6,4.73782771535581,4,6,3,6,0.144444444444444,0,0.15,0,0.51,0.267003745318352,0.1,0.4,0,0.7,0.444444444444444,0,1,0,1,0.714015151515151,0,1,0,1
"5",0.192222222222222,0.07,0.3,0.028,0.384,0.246219281663516,0.06,0.33,0,0.801999999999999,44.2222222222222,33,57,26.4,65.2,33.4547169811321,24,42,12,54.55,5.11111111111111,5,6,3.8,6,4.73358348968105,4,6,3,6,0.294444444444444,0,0.5,0,0.62,0.262565543071161,0.1,0.4,0,0.7,0.444444444444444,0,1,0,1,0.733962264150943,0,1,0,1
"6",0.233333333333333,0,0.3,0,0.664,0.243465909090909,0.06,0.33,0,0.84,43.8888888888889,30,59,21.6,66.8,33.7566037735849,24.25,42.75,12,55,4.33333333333333,3,5,3,5.6,4.74296435272045,4,6,3,6,0.277777777777778,0.1,0.4,0.1,0.62,0.273164794007491,0.1,0.4,0,0.7,0.857142857142857,1,1,0.3,1,0.710775047258979,0,1,0,1
"7",0.267777777777778,0.2,0.34,0.102,0.402,0.240967741935484,0.06,0.33,0,0.767,44.7777777777778,38,57,25.2,61,33.6641509433962,24.25,42,12,54,5.11111111111111,5,6,3.8,6,4.75422138836773,4,6,3,6,0.233333333333333,0.1,0.3,0.1,0.58,0.262584269662921,0.1,0.4,0,0.7,0.555555555555556,0,1,0,1,0.714555765595463,0,1,0,1
"8",0.196666666666667,0.1,0.29,0.028,0.336,0.253555133079848,0.06,0.3475,0,0.8275,47.8888888888889,40,57,35,66.8,33.9829545454545,25,42.25,12,55,4.77777777777778,4,6,3,6,4.78986866791745,4,6,3,6,0.255555555555556,0,0.5,0,0.66,0.26752808988764,0.1,0.4,0,0.7,0.666666666666667,0,1,0,1,0.71780303030303,0,1,0,1
"9",0.193333333333333,0.05,0.36,0,0.412,0.241499051233397,0.06,0.33,0,0.784,44.6666666666667,33,57,31.4,62.6,33.6150943396226,24.25,42,12,55.55,5,5,6,3.4,6,4.73733583489681,4,6,3,6,0.2,0.1,0.3,0,0.54,0.264719101123595,0.1,0.4,0,0.7,0.777777777777778,1,1,0,1,0.724007561436673,0,1,0,1
"10",0.227777777777778,0.01,0.36,0,0.664,0.245765595463138,0.06,0.33,0,0.826,43.2222222222222,34,48,31.2,60,34.0264150943396,25,43,12,56,4.55555555555556,3,5,3,6,4.77340823970037,4,6,3,6,0.311111111111111,0.1,0.5,0.04,0.62,0.266498127340824,0.1,0.4,0,0.7,0.75,0.75,1,0,1,0.709433962264151,0,1,0,1
