"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Ratio_Pool","RPool_95L","RPool_95H","RPool_80L","RPool_80H","RPool_Percent_Support","Ratio_Riffle","RRiffle_95L","RRiffle_95H","RRiffle_80L","RRiffle_80H","RRiffle_Percent_Support","Ratio_Run","RRun_95L","RRun_95H","RRun_80L","RRun_80H","RRun_Percent_Support","Mesohabitat_Riffle","MesoRiffle_95L","MesoRiffle_95H","MesoRiffle_80L","MesoRiffle_80H","MesoRiffle_Percent_Support","Mesohabitat_Run","MesoRun_95L","MesoRun_95H","MesoRun_80L","MesoRun_80H","MesoRun_Percent_Support","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"11","BB","WB","Spawn","RU",2,2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.669,-384.565,-0.381,-12.499,-0.54,0.9952,43.312,0.744,447.819,0.796,175.253,1,-1.911,-20,-0.297,-1.323,-0.326,1,-161.007,-407.755,-0.325,-389.096,-0.566,0.9974,20.425,0.656,77.827,0.721,43.699,1,-25.3,-60.615,2.005,-59.764,0.766,0.5037,-0.066,-9.143,9.143,-9.065,9.065,0.5037,0.055,0.055,2.8871,1,0.055,0.055,2.8871,1,0.01,0.1,57.956,57.956,3.6585,1,57.956,57.956,3.6585,1,52,64,5,5,1.4007,0.0547,5,5,1.4007,0.0547,5,5,0.149,0.149,1.8293,0.4963,0.149,0.149,1.8293,0.4963,0,0.3,0.9736,0.331,0,0,1
"12","BB","WB","NonSpawn","RI",14,12,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.417,-1.285,0.077,-0.883,-0.006,0.9062,0.265,0.01,0.504,0.098,0.429,0.9795,-0.341,-0.625,-0.018,-0.538,-0.123,0.979,-0.449,-1.308,0.053,-0.918,-0.036,0.9374,0.291,0.034,0.531,0.122,0.456,0.9886,-0.78,-1.736,-0.362,-1.256,-0.422,1,-0.461,-0.897,-0.046,-0.694,-0.205,0.9872,0.044,0.251,1.4302,0.2864,0.012,0.496,0.6947,0.0532,0,0.81,23.075,39.28,0.6086,0.0406,19.066,42.618,1.0389,0.0148,18,44,4.42,5,1.4076,0.321,3.577,5.222,1.1882,0.167,3,6,0.001,0.145,1.6552,0.4629,0,0.335,0.9273,0.0478,0,0.45,2.3204,0.233,0,0,1
"13","BB","WB","NonSpawn","PO",43,17,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,-0.62,0.462,-0.245,0.357,0.7206,0.101,-0.289,0.45,-0.143,0.334,0.7201,0.188,-0.215,0.66,-0.085,0.486,0.7993,0.164,-0.583,0.597,-0.187,0.462,0.7908,0.194,-0.257,0.649,-0.099,0.488,0.8044,0.577,0.082,0.961,0.312,0.828,0.9819,0.104,-0.371,0.587,-0.218,0.373,0.6298,0,0.055,-0.2915,0.0279,0,0.145,NA,NA,0,0.22,51.59,109.82,1.4515,0.382,35.141,147.563,1.1783,0.1732,26,151,3.393,5.531,0.589,0.1087,1.466,6.37,NA,NA,1,7,0.001,0.207,NA,NA,0,0.499,NA,NA,0,0.6,0.6239,0.566,0,0,1
"14","BB","WB","NonSpawn","RU",20,15,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146,-0.713,0.158,-0.422,0.07,0.7429,0.209,0.033,0.452,0.09,0.34,0.9907,0.189,-0.121,0.521,-0.024,0.406,0.8715,-0.124,-0.647,0.184,-0.375,0.073,0.7358,0.204,0.018,0.463,0.077,0.348,0.9849,0.104,-0.303,0.387,-0.115,0.277,0.7854,0.711,0.217,1.253,0.323,1.091,0.9997,0.027,0.193,-0.101,0.0014,0.006,0.386,0.464,0.0081,0,0.5,42.136,59.015,1.4101,0.2876,32.324,67.965,1.5498,0.3684,30,79,4.7,5.763,0.6153,0.0489,3.595,6.549,0.8443,0.055,3,7,0.006,0.177,0.0615,0.0568,0,0.39,-0.2963,9e-04,0,0.6,3.5066,0.123,1,0,1
"15","BB","WC","Spawn","RI",17,8,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.885,-4.296,0.531,-2.513,0.273,0.713,0.506,-0.055,1.068,0.13,0.862,0.9574,-0.251,-0.613,0.189,-0.513,0.012,0.8901,-0.973,-4.592,0.522,-2.72,0.257,0.7289,0.522,-0.078,1.085,0.128,0.869,0.9521,-0.342,-1.495,0.481,-1.049,0.275,0.727,4.249,-0.19,7.475,0.217,7.458,0.9405,0.014,0.216,-0.1323,0.1172,0.002,0.532,-0.5051,0.1078,0,1.2,31.413,46.517,0.0347,0.0238,21.824,51.624,-0.1175,0.0254,4,60,4.007,5.104,0.8984,0.1514,3.098,5.478,1.0344,0.2386,2,6,0.123,0.329,1.0779,0.4328,0.086,0.555,0.8239,0.1432,0,1,1.3864,0.34,0,0,1
"16","BB","WC","Spawn","PO",17,9,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173,-0.169,0.454,-0.017,0.368,0.8809,-0.019,-0.691,0.49,-0.422,0.359,0.4887,-0.365,-0.961,0.163,-0.727,-0.013,0.9083,0.186,-0.141,0.465,-0.002,0.373,0.8976,-0.001,-0.665,0.526,-0.412,0.364,0.488,0.151,-0.558,0.695,-0.256,0.519,0.7013,0.286,-0.326,0.907,-0.261,0.83,0.8461,0.022,0.068,1.9013,0.4771,0.007,0.101,0.9132,0.3059,0,0.21,61.557,107.45,0.4085,0.0377,47.704,136.768,0.7731,0.044,10,151,2.525,4.964,0.868,0.165,1.541,6.178,0.7076,0.1565,1,7,0.036,0.337,-0.0387,0.0163,0.005,0.583,-0.7504,0.0063,0,0.9,0.8089,0.538,0,0,1
"17","BB","WC","Spawn","RU",6,4,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,-0.361,0.903,-0.095,0.632,0.8231,3.476,1.329,13.787,1.469,9.717,1,-0.503,-1.458,0.204,-1.166,0.071,0.8728,480511009307.674,-0.516,8.49,-0.188,2.509,0.8218,945772384522.981,1.318,15.627,1.481,11.145,0.9999,-0.094,-0.676,0.354,-0.553,0.252,0.5075,6.245,6.096,6.557,6.119,6.394,1,0.149,0.22,0.9488,0.3239,0.113,0.24,0.2897,0.113,0.02,0.27,52.112,63.992,0.9876,0.0986,47.4,68.783,0.3693,0.0037,44,71,3.307,4.556,0.8267,0.0325,2.663,4.911,0.5859,0.0318,2,5,0.102,0.299,0.1338,0,0.035,0.39,-0.3816,0,0,0.45,0.7095,0.407,0,1,1
"18","BB","WC","NonSpawn","RI",34,13,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.266,-0.912,0.204,-0.627,0.084,0.8309,0.827,0.392,1.27,0.544,1.106,0.9999,0.216,-0.25,0.818,-0.112,0.563,0.7826,-0.48,-1.237,0.112,-0.924,-0.046,0.925,0.893,0.443,1.344,0.601,1.18,1,-0.036,-0.776,0.424,-0.417,0.298,0.4859,-0.272,-0.769,0.359,-0.584,0.069,0.8436,0.099,0.298,1.1849,0.187,0.027,0.422,0.8837,0.0842,0,0.97,37.747,57.866,1.1863,0.2194,31.345,65.498,1.149,0.1482,24,70,4.508,5.575,0.8899,0.0716,3.449,5.945,0.9149,0.0623,3,6,0.051,0.36,0.2692,0.0697,0.008,0.588,-0.1266,0.0135,0,0.7,1.6004,0.389,0,0,1
"19","BB","WC","NonSpawn","PO",23,9,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,-0.371,0.335,-0.115,0.266,0.7823,-0.011,-0.677,0.544,-0.382,0.379,0.4797,-0.433,-1.07,0.123,-0.814,-0.059,0.93,0.121,-0.299,0.363,-0.066,0.283,0.8415,0.039,-0.651,0.64,-0.357,0.445,0.562,-11.096,-46.191,0.063,-45.608,-0.082,0.9443,-0.223,-0.785,0.469,-0.659,0.388,0.5376,0.014,0.07,0.429,0.2027,0.003,0.111,0.0927,0.0545,0,0.14,64.315,118.933,0.5994,0.1315,57.39,142.038,0.7125,0.0334,46,151,1.566,3.697,1.3847,0.3677,1.109,5.021,1.0676,0.194,1,7,0,0.033,0.9773,0.2346,0,0.14,0.7583,0.2408,0,0.4,0.6047,0.576,0,0,1
"20","BB","WC","NonSpawn","RU",12,10,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.588,-1.541,-0.085,-1.083,-0.201,0.9938,0.764,-0.333,2.784,0.184,1.687,0.9439,0.549,0.031,1.316,0.169,1.01,0.9834,-0.49,-1.274,-0.052,-0.92,-0.161,0.9873,0.818,-0.317,3.157,0.163,2.331,0.9442,-0.529,-1.348,-0.031,-0.945,-0.162,0.9831,-0.092,-0.759,0.345,-0.575,0.174,0.7868,0.027,0.159,0.528,0.0682,0.003,0.237,0.5775,0.0334,0,0.3,53.521,93.976,0.0877,0.0384,43.532,135.336,0.1671,0.0624,36,151,4.642,5.564,0.9982,0.1729,3.637,5.897,1.0801,0.1761,3,6,0.007,0.2,0.7677,0.0841,0,0.282,1.2734,0.0358,0,0.3,0.8105,0.511,0,0,1
"21","DS","WB","Spawn","RI",10,10,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108,-0.561,0.16,-0.469,0.101,0.5368,0.633,0.31,0.996,0.426,0.836,1,0.193,-0.09,0.497,0.01,0.406,0.9094,-0.028,-0.675,0.347,-0.482,0.244,0.335,0.645,0.32,1.06,0.432,0.863,1,0.179,-0.463,0.673,-0.244,0.541,0.7643,0.264,-0.181,0.686,-0.134,0.618,0.7176,0.132,0.194,2.9821,0.9339,0.106,0.448,1.849,0.4698,0.08,0.69,23.567,44.098,0.6081,0.0283,18.331,52.879,0.8476,0.1411,15,56,5,5.811,1.2002,0.033,5,5.99,1.2198,0.0329,5,6,0.052,0.502,-0.6536,0,0.006,0.738,NA,NA,0,0.8,0.4699,0.599,0,0,1
"22","DS","WB","Spawn","PO",9,9,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.089,-1.062,0.375,-0.773,0.296,0.3956,-0.013,-0.401,0.278,-0.296,0.208,0.4455,-0.149,-0.499,0.292,-0.389,0.145,0.7713,-0.111,-1.228,0.484,-0.886,0.352,0.4231,-0.042,-0.515,0.477,-0.365,0.275,0.5755,0.757,0.313,1.177,0.475,1.029,1,0.088,-0.428,0.47,-0.367,0.406,0.3552,0.001,0.032,0.0184,0.0087,0,0.081,-0.677,0.0105,0,0.12,51.532,79.451,0.5636,0.0032,43.664,118.677,1.1071,0.1088,40,151,4.064,5.304,1.0604,0.1555,2.969,5.799,0.8512,0.0874,2,6,0.137,0.445,0.9042,0.1674,0.043,0.657,1.3099,0.1669,0,0.8,0.3921,0.664,0,0,1
"23","DS","WB","Spawn","RU",7,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.275,-1.003,0.621,-0.666,0.002,0.8988,1.112,0.108,2.446,0.249,2.044,0.9948,-0.322,-1.314,0.193,-0.839,0.072,0.8548,-0.291,-2.248,0.679,-0.98,0.333,0.6849,1.128,0.069,2.596,0.222,2.071,0.9881,0.47,-0.204,1.748,0.017,0.833,0.9069,2.961,0.439,8.7,0.569,8.633,1,0.079,0.177,0.8579,0.0466,0.036,0.241,-0.0344,0,0.01,0.28,38.374,43.333,2.9294,1,33.231,85.941,0.9993,0.2316,30,118,5,5.859,0.5875,0.0316,4.431,6.541,0.535,0.0291,4,7,0.028,0.418,-0.298,0.0248,0.006,0.537,-0.5088,0,0,0.6,2.2309,0.192,0,0,1
