"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"21","DS","WC","Active","RU",10,7,81,-0.292,-0.292,-0.292,-0.292,-0.292,1,3.354,3.354,3.354,3.354,3.354,1,0.597,0.597,0.597,0.597,0.597,1,-0.343,-0.343,-0.343,-0.343,-0.343,1,3.315,3.315,3.315,3.315,3.315,1,-0.11,-0.11,-0.11,-0.11,-0.11,1,-0.99,-0.99,-0.99,-0.99,-0.99,1,0.05,0.15,0.7042,0,0.01,0.222,-0.5096,0,0,0.24,55,129,0.8537,0,53.4,146.6,0.7738,0,52,151,5,5,1.9871,1,5,6.6,0.681,0,3,7,0.1,0.25,1.1129,0,0.02,0.53,-0.3027,0,0,0.7,5.1533,0.023,1,0,1
"22","DS","WC","Inactive","RI",6,5,131,0.236,0.236,0.236,0.236,0.236,1,0.651,0.651,0.651,0.651,0.651,1,0.557,0.557,0.557,0.557,0.557,1,0.134,0.134,0.134,0.134,0.134,1,0.627,0.627,0.627,0.627,0.627,1,0.424,0.424,0.424,0.424,0.424,1,7.886,7.886,7.886,7.886,7.886,1,0.055,0.645,-1.5866,0,0.011,1.073,-3.1482,0,0,1.18,43.5,55,0.6534,0,38.3,59,-0.2254,0,30,60,5,6,-0.0247,0,4.2,6,-0.0247,0,3,6,0.125,0.55,-0.4654,0,0.065,0.83,-1.4224,0,0,0.9,1.7193,0.19,0,1,1
"23","DS","WC","Inactive","PO",8,8,81,-0.435,-0.435,-0.435,-0.435,-0.435,1,0.428,0.428,0.428,0.428,0.428,1,-0.528,-0.528,-0.528,-0.528,-0.528,1,-0.257,-0.257,-0.257,-0.257,-0.257,1,0.336,0.336,0.336,0.336,0.336,1,-22.657,-22.657,-22.657,-22.657,-22.657,1,8.701,8.701,8.701,8.701,8.701,1,0,0,1.6356,0,0,0.128,0.1009,0,0,0.17,82.75,151,0.7019,0,21,151,-2.0437,0,8,151,1.75,3.25,-0.5502,0,1.15,3.85,-0.5502,0,1,4,0,0,1.942,1,0,0,1.942,1,0,0,3.019,0.082,0,0,1
"24","DS","WC","Inactive","RU",2,2,32,-1.461,-1.461,-1.461,-1.461,-1.461,1,-0.064,-0.064,-0.064,-0.064,-0.064,1,-0.473,-0.473,-0.473,-0.473,-0.473,1,-1.772,-1.772,-1.772,-1.772,-1.772,1,-0.293,-0.293,-0.293,-0.293,-0.293,1,0.747,0.747,0.747,0.747,0.747,1,6.314,6.314,6.314,6.314,6.314,1,0.06,0.06,2.7027,1,0.06,0.06,2.7027,1,0.06,0.1,59,59,3.388,1,59,59,3.388,1,59,63,3,3,1.2301,0,3,3,1.2301,0,3,5,0.3,0.3,2.3385,1,0.3,0.3,2.3385,1,0,0.3,0.369,0.544,0,1,1
"25","BB","WB","Spawn","RI",3,3,122,-3.959,-3.959,-3.959,-3.959,-3.959,1,0.847,0.847,0.847,0.847,0.847,1,0.467,0.467,0.467,0.467,0.467,1,-11.923,-11.923,-11.923,-11.923,-11.923,1,2.432,2.432,2.432,2.432,2.432,1,-0.422,-0.422,-0.422,-0.422,-0.422,1,-0.229,-0.229,-0.229,-0.229,-0.229,1,0.015,0.045,-0.4962,0,0.003,0.057,-0.6018,0,0,0.13,30.5,39.5,-0.4079,0,26.9,43.1,-0.7004,0,26,44,5.25,5.75,NA,NA,5.05,5.95,NA,NA,5,6,0.075,0.225,-0.8669,0,0.015,0.285,-0.9383,0,0,0.7,0.1098,0.74,0,0,1
"26","BB","WB","Spawn","PO",27,18,138,-0.358,-0.358,-0.358,-0.358,-0.358,1,0.266,0.266,0.266,0.266,0.266,1,-0.292,-0.292,-0.292,-0.292,-0.292,1,-0.261,-0.261,-0.261,-0.261,-0.261,1,0.145,0.145,0.145,0.145,0.145,1,-0.064,-0.064,-0.064,-0.064,-0.064,1,0.034,0.034,0.034,0.034,0.034,1,0,0.03,0.565,0,0,0.054,0.8506,0,0,0.08,55,151,1.1085,0,35,151,1.3508,0,26,151,3,5,0.9237,0,1,6,1.4306,0,1,7,0,0.2,0.5739,0,0,0.38,0.7533,0,0,0.6,0.0133,0.908,0,0,1
"27","BB","WB","Spawn","RU",2,2,22,-8.322,-8.322,-8.322,-8.322,-8.322,1,1.724,1.724,1.724,1.724,1.724,1,-0.455,-0.455,-0.455,-0.455,-0.455,1,-374.895,-374.895,-374.895,-374.895,-374.895,1,29.487,29.487,29.487,29.487,29.487,1,0.442,0.442,0.442,0.442,0.442,1,9.065,9.065,9.065,9.065,9.065,1,0.01,0.01,2.2267,1,0.01,0.01,2.2267,1,0.01,0.1,64,64,4.1231,1,64,64,4.1231,1,52,64,5,5,1.5969,0,5,5,1.5969,0,5,5,0.3,0.3,2.8229,1,0.3,0.3,2.8229,1,0,0.3,1.1953,0.274,0,0,1
"28","BB","WB","NonSpawn","RI",14,12,261,-0.226,-0.226,-0.226,-0.226,-0.226,1,0.215,0.215,0.215,0.215,0.215,1,-0.349,-0.349,-0.349,-0.349,-0.349,1,-0.249,-0.249,-0.249,-0.249,-0.249,1,0.23,0.23,0.23,0.23,0.23,1,-0.733,-0.733,-0.733,-0.733,-0.733,1,-0.334,-0.334,-0.334,-0.334,-0.334,1,0.05,0.31,0.5551,0,0.004,0.428,0.6241,0,0,0.81,20,40,-0.2406,0,18,41.6,1.3571,0,18,44,4,5,0.5239,0,3.4,5.6,0.5239,0,3,6,0,0.15,1.9018,1,0,0.33,0.8692,0,0,0.45,0.9726,0.324,0,0,1
"29","BB","WB","NonSpawn","PO",43,17,266,0.205,0.205,0.205,0.205,0.205,1,0.271,0.271,0.271,0.271,0.271,1,-0.137,-0.137,-0.137,-0.137,-0.137,1,0.355,0.355,0.355,0.355,0.355,1,0.454,0.454,0.454,0.454,0.454,1,0.252,0.252,0.252,0.252,0.252,1,0.326,0.326,0.326,0.326,0.326,1,0,0.053,-0.4459,0,0,0.22,0.3498,0,0,0.22,60.5,112.75,2.0337,1,43.05,151,1.7455,1,26,151,2.5,5,0.5359,0,1.5,5.5,1.1441,0,1,7,0,0.15,-0.9548,0,0,0.2,0.8365,0,0,0.6,0.9975,0.318,0,0,1
"30","BB","WB","NonSpawn","RU",20,15,127,-0.209,-0.209,-0.209,-0.209,-0.209,1,0.201,0.201,0.201,0.201,0.201,1,0.32,0.32,0.32,0.32,0.32,1,-0.172,-0.172,-0.172,-0.172,-0.172,1,0.19,0.19,0.19,0.19,0.19,1,0.361,0.361,0.361,0.361,0.361,1,0.189,0.189,0.189,0.189,0.189,1,0.025,0.215,-0.5846,0,0.005,0.325,0.9163,0,0,0.5,44,59,0.9264,0,30.5,69.5,0.9163,0,30,79,5,6,0.0992,0,3.5,7,0.1478,0,3,7,0.05,0.2,1.6865,1,0,0.45,-0.5201,0,0,0.6,0.3486,0.555,0,0,1
"31","BB","WC","Spawn","RI",17,8,316,-0.354,-0.354,-0.354,-0.354,-0.354,1,0.376,0.376,0.376,0.376,0.376,1,-0.341,-0.341,-0.341,-0.341,-0.341,1,-0.373,-0.373,-0.373,-0.373,-0.373,1,0.37,0.37,0.37,0.37,0.37,1,-0.214,-0.214,-0.214,-0.214,-0.214,1,0.22,0.22,0.22,0.22,0.22,1,0.002,0.082,0.431,0,0,0.652,-1.3131,0,0,1.2,28.5,46,-0.4074,0,22,49.5,-0.0817,0,4,60,3.25,5,0.0919,0,3,5.75,1.14,0,2,6,0.125,0.35,0.2244,0,0.1,0.55,0.7623,0,0,1,0.1861,0.666,0,0,1
"32","BB","WC","Spawn","PO",17,9,270,0.18,0.18,0.18,0.18,0.18,1,-0.299,-0.299,-0.299,-0.299,-0.299,1,-0.069,-0.069,-0.069,-0.069,-0.069,1,0.186,0.186,0.186,0.186,0.186,1,0.021,0.021,0.021,0.021,0.021,1,0.226,0.226,0.226,0.226,0.226,1,0.392,0.392,0.392,0.392,0.392,1,0.02,0.07,2.2669,1,0.004,0.078,1.7217,1,0,0.21,55.75,90.25,0.2988,0,21,137.75,-0.2702,0,10,151,3,5.75,0.8,0,2.25,6.75,0.6034,0,1,7,0.025,0.275,0.0856,0,0,0.75,-1.6571,0,0,0.9,0.8375,0.36,0,0,1
"33","BB","WC","Spawn","RU",6,4,56,0.403,0.403,0.403,0.403,0.403,1,2.688,2.688,2.688,2.688,2.688,1,0.136,0.136,0.136,0.136,0.136,1,0.459,0.459,0.459,0.459,0.459,1,2.792,2.792,2.792,2.792,2.792,1,0.053,0.053,0.053,0.053,0.053,1,6.131,6.131,6.131,6.131,6.131,1,0.095,0.205,-0.155,0,0.035,0.233,-0.6912,0,0.02,0.27,56.5,69,1.1893,0,48.1,70.6,0.4019,0,44,71,4.5,5,1.4943,0,4.1,5,1.4943,0,2,5,0.15,0.375,0.2703,0,0.03,0.435,-0.7187,0,0,0.45,0.8036,0.37,0,1,1
"34","BB","WC","NonSpawn","RI",34,13,396,-0.098,-0.098,-0.098,-0.098,-0.098,1,0.792,0.792,0.792,0.792,0.792,1,0.345,0.345,0.345,0.345,0.345,1,-0.218,-0.218,-0.218,-0.218,-0.218,1,0.816,0.816,0.816,0.816,0.816,1,0.052,0.052,0.052,0.052,0.052,1,-0.367,-0.367,-0.367,-0.367,-0.367,1,0.1,0.36,0.459,0,0,0.42,1.3994,0,0,0.97,33,62,0.109,0,30,67.2,1.5296,0,24,70,5,6,1.5296,0,3.8,6,0.7985,0,3,6,0.1,0.3,0.5385,0,0,0.62,-0.7385,0,0,0.7,1.5357,0.215,0,0,1
"35","BB","WC","NonSpawn","PO",23,9,217,0.121,0.121,0.121,0.121,0.121,1,0.278,0.278,0.278,0.278,0.278,1,-0.835,-0.835,-0.835,-0.835,-0.835,1,0.202,0.202,0.202,0.202,0.202,1,0.36,0.36,0.36,0.36,0.36,1,-1.296,-1.296,-1.296,-1.296,-1.296,1,-0.327,-0.327,-0.327,-0.327,-0.327,1,0.01,0.06,0.7101,0,0,0.12,-0.607,0,0,0.14,68.5,139.25,0.0316,0,59.25,151,0.7144,0,46,151,1,3,1.702,1,1,3.75,1.702,1,1,7,0,0,1.1007,0,0,0.075,0.9369,0,0,0.4,0.5664,0.452,0,0,1
"36","BB","WC","NonSpawn","RU",12,10,57,-0.326,-0.326,-0.326,-0.326,-0.326,1,0.547,0.547,0.547,0.547,0.547,1,0.35,0.35,0.35,0.35,0.35,1,-0.345,-0.345,-0.345,-0.345,-0.345,1,0.647,0.647,0.647,0.647,0.647,1,-0.167,-0.167,-0.167,-0.167,-0.167,1,-0.458,-0.458,-0.458,-0.458,-0.458,1,0.11,0.16,2.8617,1,0.03,0.258,0.2487,0,0,0.3,58,70,1.2206,0,42,99.5,-0.1321,0,36,151,4,6,0.4097,0,3,6,1.082,0,3,6,0,0.3,1.4471,0,0,0.3,1.4471,0,0,0.3,1.4899,0.222,0,0,1
"37","DS","WB","Spawn","RI",10,10,122,-0.37,-0.37,-0.37,-0.37,-0.37,1,0.674,0.674,0.674,0.674,0.674,1,0.199,0.199,0.199,0.199,0.199,1,-0.507,-0.507,-0.507,-0.507,-0.507,1,0.715,0.715,0.715,0.715,0.715,1,0.212,0.212,0.212,0.212,0.212,1,-0.088,-0.088,-0.088,-0.088,-0.088,1,0.135,0.2,1.7365,1,0.13,0.217,4.0325,1,0.08,0.69,22,47,0.114,0,16.8,55.4,0.2964,0,15,56,5,6,1.1672,0,5,6,1.1672,0,5,6,0.1,0.45,0.1687,0,0.03,0.74,-0.1928,0,0,0.8,0.0529,0.818,0,0,1
"38","DS","WB","Spawn","PO",9,9,138,0.297,0.297,0.297,0.297,0.297,1,0.082,0.082,0.082,0.082,0.082,1,-0.019,-0.019,-0.019,-0.019,-0.019,1,0.361,0.361,0.361,0.361,0.361,1,0.202,0.202,0.202,0.202,0.202,1,0.784,0.784,0.784,0.784,0.784,1,0.363,0.363,0.363,0.363,0.363,1,0,0.048,-0.8556,0,0,0.102,-1.7063,0,0,0.12,52.75,76.75,0.3836,0,45.25,132.75,0.8169,0,40,151,4,5,1.4694,0,4,5.8,1.4694,0,2,6,0.062,0.4,0.5938,0,0.013,0.7,0.9565,0,0,0.8,0.5056,0.477,0,0,1
"39","DS","WB","Spawn","RU",7,7,22,-0.639,-0.639,-0.639,-0.639,-0.639,1,1.688,1.688,1.688,1.688,1.688,1,0.081,0.081,0.081,0.081,0.081,1,-2.178,-2.178,-2.178,-2.178,-2.178,1,1.846,1.846,1.846,1.846,1.846,1,0.704,0.704,0.704,0.704,0.704,1,0.695,0.695,0.695,0.695,0.695,1,0.06,0.14,1.1555,0,0.02,0.252,-0.3623,0,0.01,0.28,36,43,2.6716,1,31.2,103,0.6351,0,30,118,5,6,0.9546,0,5,6.8,0.9546,0,4,7,0,0.5,-0.9143,0,0,0.58,-0.9143,0,0,0.6,1.4,0.237,0,0,1
"40","DS","WB","NonSpawn","RI",28,16,261,0.33,0.33,0.33,0.33,0.33,1,-0.024,-0.024,-0.024,-0.024,-0.024,1,0.239,0.239,0.239,0.239,0.239,1,0.34,0.34,0.34,0.34,0.34,1,-0.078,-0.078,-0.078,-0.078,-0.078,1,0.195,0.195,0.195,0.195,0.195,1,0.764,0.764,0.764,0.764,0.764,1,0.03,0.285,0.3677,0,0,1.688,-4.0202,0,0,1.76,21,36,0.7877,0,17.3,41,1.9735,1,11,64,5,6,1.1435,0,4,6,1.0706,0,3,6,0.1,0.387,0.891,0,0.028,0.567,1.3893,0,0,0.9,2.9076,0.088,0,0,1
"41","DS","WB","NonSpawn","PO",21,14,266,-0.318,-0.318,-0.318,-0.318,-0.318,1,0.461,0.461,0.461,0.461,0.461,1,0.104,0.104,0.104,0.104,0.104,1,-0.052,-0.052,-0.052,-0.052,-0.052,1,0.442,0.442,0.442,0.442,0.442,1,1.186,1.186,1.186,1.186,1.186,1,-0.229,-0.229,-0.229,-0.229,-0.229,1,0,0.015,0.9287,0,0,0.095,-0.1552,0,0,0.3,52.75,151,0.6555,0,21.1,151,-1.0372,0,4,151,3,5.5,-0.6223,0,1.3,6.7,-0.0515,0,1,7,0,0.425,-6.6432,0,0,0.727,-4.4717,0,0,0.75,0.5354,0.464,0,0,1
"42","DS","WB","NonSpawn","RU",11,10,127,-0.835,-0.835,-0.835,-0.835,-0.835,1,0.619,0.619,0.619,0.619,0.619,1,-0.138,-0.138,-0.138,-0.138,-0.138,1,-0.551,-0.551,-0.551,-0.551,-0.551,1,0.642,0.642,0.642,0.642,0.642,1,0.27,0.27,0.27,0.27,0.27,1,-0.155,-0.155,-0.155,-0.155,-0.155,1,0.03,0.135,0.2045,0,0.006,0.147,1.1214,0,0,0.25,58,69.5,1.9266,1,49,71.4,2.1432,1,26,76,4,5,-0.0936,0,3,6.4,0.1056,0,3,7,0,0.3,-1.7302,0,0,0.47,-1.1915,0,0,0.5,0.1536,0.695,0,0,1
"43","DS","WC","Spawn","RI",17,12,316,-0.39,-0.39,-0.39,-0.39,-0.39,1,1.03,1.03,1.03,1.03,1.03,1,0.067,0.067,0.067,0.067,0.067,1,-0.461,-0.461,-0.461,-0.461,-0.461,1,1.017,1.017,1.017,1.017,1.017,1,-0.117,-0.117,-0.117,-0.117,-0.117,1,-0.136,-0.136,-0.136,-0.136,-0.136,1,0.07,0.27,0.5967,0,0.024,0.356,0.7947,0,0,0.45,43,54,3.7776,1,25.4,55.2,0.9469,0,17,56,5,5,1.3499,0,3.4,6,0.4843,0,3,6,0.1,0.4,0.4061,0,0.04,0.62,-0.1124,0,0,1,0.1685,0.681,0,0,1
"44","DS","WC","Spawn","PO",9,6,270,0.417,0.417,0.417,0.417,0.417,1,-0.022,-0.022,-0.022,-0.022,-0.022,1,0.238,0.238,0.238,0.238,0.238,1,0.455,0.455,0.455,0.455,0.455,1,0.135,0.135,0.135,0.135,0.135,1,0.181,0.181,0.181,0.181,0.181,1,8.275,8.275,8.275,8.275,8.275,1,0.045,0.103,2.112,1,0.009,0.108,0.6884,0,0,0.33,58.5,102.25,0.6984,0,45.3,141.25,-0.3241,0,42,151,4.5,6,1.2582,0,3.3,6,0.9705,0,3,6,0.15,0.275,2.3419,1,0.03,0.455,0.1772,0,0,0.8,4.2894,0.038,1,0,1
"45","DS","WC","Spawn","RU",5,5,56,0.358,0.358,0.358,0.358,0.358,1,2.785,2.785,2.785,2.785,2.785,1,0.414,0.414,0.414,0.414,0.414,1,0.359,0.359,0.359,0.359,0.359,1,2.95,2.95,2.95,2.95,2.95,1,-0.254,-0.254,-0.254,-0.254,-0.254,1,-0.25,-0.25,-0.25,-0.25,-0.25,1,0.125,0.185,0.2641,0,0.105,0.213,-0.2099,0,0.05,0.22,53.5,65.5,1.0044,0,52.3,73.9,0.8296,0,52,76,5,5,2.3009,1,5,5,2.3009,1,3,5,0.125,0.25,2.5283,1,0.025,0.25,0.9759,0,0,0.7,0.2296,0.632,0,0,1
"46","DS","WC","NonSpawn","RI",13,7,396,0.455,0.455,0.455,0.455,0.455,1,0.593,0.593,0.593,0.593,0.593,1,0.786,0.786,0.786,0.786,0.786,1,0.429,0.429,0.429,0.429,0.429,1,0.527,0.527,0.527,0.527,0.527,1,0.946,0.946,0.946,0.946,0.946,1,6.939,6.939,6.939,6.939,6.939,1,0.1,0.7,-0.0773,0,0.052,1.084,-0.7604,0,0,1.18,34,59,0.3688,0,27.6,59.8,-0.3412,0,26,63,5,6,1.6143,0,5,6,1.6143,0,3,6,0.3,0.9,1.213,0,0.1,0.98,-0.7101,0,0,1,1.7489,0.186,0,0,1
"47","DS","WC","NonSpawn","PO",21,13,217,-0.168,-0.168,-0.168,-0.168,-0.168,1,0.565,0.565,0.565,0.565,0.565,1,0.074,0.074,0.074,0.074,0.074,1,0.124,0.124,0.124,0.124,0.124,1,0.618,0.618,0.618,0.618,0.618,1,-0.136,-0.136,-0.136,-0.136,-0.136,1,8.407,8.407,8.407,8.407,8.407,1,0,0.02,0.656,0,0,0.11,0.9903,0,0,0.17,94,151,1.9146,1,62,151,1.2608,0,8,151,2.5,6,1.1183,0,1.3,6,1.0884,0,1,7,0,0.1,0.3252,0,0,0.3,0.9558,0,0,0.5,4.0014,0.045,1,0,1
"48","DS","WC","NonSpawn","RU",7,6,57,-1.962,-1.962,-1.962,-1.962,-1.962,1,0.554,0.554,0.554,0.554,0.554,1,0.561,0.561,0.561,0.561,0.561,1,-1.581,-1.581,-1.581,-1.581,-1.581,1,0.328,0.328,0.328,0.328,0.328,1,-0.476,-0.476,-0.476,-0.476,-0.476,1,-0.556,-0.556,-0.556,-0.556,-0.556,1,0.038,0.07,1.9913,1,0.007,0.094,1.1056,0,0,0.24,57.5,85,0.0466,0,53.9,137.8,-0.5282,0,53,151,4.5,5.5,0.7817,0,3.3,6.7,-0.4495,0,3,7,0,0.188,0.6931,0,0,0.277,0.1516,0,0,0.6,1.4667,0.226,0,0,1
"49","BB","WB","High","RI",4,4,100,-3.79,-3.79,-3.79,-3.79,-3.79,1,-1.081,-1.081,-1.081,-1.081,-1.081,1,-4.689,-4.689,-4.689,-4.689,-4.689,1,-4.784,-4.784,-4.784,-4.784,-4.784,1,-0.848,-0.848,-0.848,-0.848,-0.848,1,-0.12,-0.12,-0.12,-0.12,-0.12,1,-0.674,-0.674,-0.674,-0.674,-0.674,1,0.035,0.085,1.4743,0,0.015,0.105,0.9473,0,0.01,0.5,20,22.5,1.6672,1,18.4,22.9,1.6672,1,18,41,3.5,4.5,1.6835,1,3.1,4.9,1.6835,1,3,5,0.225,0.375,1.205,0,0.165,0.435,0,0,0.15,0.45,1.5109,0.219,0,0,1
"50","BB","WB","High","PO",16,13,105,0.356,0.356,0.356,0.356,0.356,1,0.248,0.248,0.248,0.248,0.248,1,0.34,0.34,0.34,0.34,0.34,1,0.74,0.74,0.74,0.74,0.74,1,0.733,0.733,0.733,0.733,0.733,1,0.308,0.308,0.308,0.308,0.308,1,0.56,0.56,0.56,0.56,0.56,1,0,0.16,-1.6513,0,0,0.204,-1.3306,0,0,0.22,63,151,1.1635,0,53.8,151,1.5579,0,47,151,3,6,1.1064,0,1.7,6,0.4736,0,1,6,0,0.15,-1.4283,0,0,0.38,-0.7302,0,0,0.5,1.4094,0.235,0,0,1
"51","BB","WB","High","RU",9,8,79,0.145,0.145,0.145,0.145,0.145,1,0.477,0.477,0.477,0.477,0.477,1,-0.099,-0.099,-0.099,-0.099,-0.099,1,-0.07,-0.07,-0.07,-0.07,-0.07,1,0.507,0.507,0.507,0.507,0.507,1,-0.24,-0.24,-0.24,-0.24,-0.24,1,0.826,0.826,0.826,0.826,0.826,1,0.06,0.32,-0.4281,0,0.015,0.468,-0.2319,0,0.01,0.5,42.5,59.5,0.42,0,33,74.25,0.3499,0,31,79,4,5,-0.0564,0,3.25,6.5,-0.5203,0,3,7,0,0.1,0.555,0,0,0.175,0.3912,0,0,0.2,2.5506,0.11,0,0,1
"52","BB","WB","Low","RI",13,11,283,-0.373,-0.373,-0.373,-0.373,-0.373,1,0.467,0.467,0.467,0.467,0.467,1,0.212,0.212,0.212,0.212,0.212,1,-0.336,-0.336,-0.336,-0.336,-0.336,1,0.447,0.447,0.447,0.447,0.447,1,-0.57,-0.57,-0.57,-0.57,-0.57,1,-0.523,-0.523,-0.523,-0.523,-0.523,1,0.03,0.302,-0.4507,0,0,0.316,0.6231,0,0,0.81,24.5,37,1.3617,0,18.7,42.6,0.9824,0,18,44,5,5.25,1.2942,0,4.35,6,1.406,0,4,6,0,0.188,1.0576,0,0,0.397,0.5958,0,0,0.7,2.3191,0.128,0,0,1
"53","BB","WB","Low","PO",54,22,299,0.09,0.09,0.09,0.09,0.09,1,0.116,0.116,0.116,0.116,0.116,1,0.098,0.098,0.098,0.098,0.098,1,0.159,0.159,0.159,0.159,0.159,1,0.161,0.161,0.161,0.161,0.161,1,0.415,0.415,0.415,0.415,0.415,1,0.304,0.304,0.304,0.304,0.304,1,0,0.053,-1.123,0,0,0.07,0.3309,0,0,0.12,63.5,94,2.9606,1,32,127,2.119,1,26,151,3.75,5.25,0.0949,0,1,7,NA,NA,1,7,0,0.312,-2.4968,0,0,0.6,0.3795,0,0,0.6,1.1381,0.286,0,0,1
"54","BB","WB","Low","RU",13,10,70,-1.157,-1.157,-1.157,-1.157,-1.157,1,0.1,0.1,0.1,0.1,0.1,1,0.006,0.006,0.006,0.006,0.006,1,-1.317,-1.317,-1.317,-1.317,-1.317,1,-0.115,-0.115,-0.115,-0.115,-0.115,1,0.212,0.212,0.212,0.212,0.212,1,0.582,0.582,0.582,0.582,0.582,1,0.005,0.04,1.5766,0,0,0.2,-0.0598,0,0,0.26,38,58.5,0.8739,0,31.8,69.6,0.7871,0,30,72,5,5.5,0.7422,0,4.3,6,1.0807,0,3,6,0.025,0.25,-0.0687,0,0,0.3,0.76,0,0,0.6,1.853,0.173,0,0,1
"55","BB","WC","High","RI",10,10,72,-0.397,-0.397,-0.397,-0.397,-0.397,1,0.182,0.182,0.182,0.182,0.182,1,0.572,0.572,0.572,0.572,0.572,1,-0.491,-0.491,-0.491,-0.491,-0.491,1,0.275,0.275,0.275,0.275,0.275,1,0.342,0.342,0.342,0.342,0.342,1,7.424,7.424,7.424,7.424,7.424,1,0.12,0.365,-0.2637,0,0,0.808,0.0371,0,0,0.97,37.5,59.5,-0.4479,0,32.1,64.1,-0.0441,0,30,70,5,6,0.3465,0,3.3,6,0.4824,0,3,6,0.3,0.6,0.2989,0,0.13,0.7,0.2741,0,0.1,0.7,3.0551,0.08,0,0,1
"56","BB","WC","High","PO",4,4,41,-0.984,-0.984,-0.984,-0.984,-0.984,1,0.278,0.278,0.278,0.278,0.278,1,-0.683,-0.683,-0.683,-0.683,-0.683,1,-0.895,-0.895,-0.895,-0.895,-0.895,1,0.126,0.126,0.126,0.126,0.126,1,-0.364,-0.364,-0.364,-0.364,-0.364,1,-0.586,-0.586,-0.586,-0.586,-0.586,1,0,0.03,0,0,0,0.054,0,0,0,0.14,77,127.5,0.3854,0,55.4,146.3,-0.6609,0,50,151,2,3,1.8446,1,1.2,3,1.8446,1,1,3,0.05,0.15,1.1807,0,0.01,0.19,1.1807,0,0,0.2,0.8821,0.348,0,0,1
"57","BB","WC","High","RU",3,3,12,-77.679,-77.679,-77.679,-77.679,-77.679,1,17.441,17.441,17.441,17.441,17.441,1,0,0,0,0,0,1,-3.322,-3.322,-3.322,-3.322,-3.322,1,10.692,10.692,10.692,10.692,10.692,1,-20.845,-20.845,-20.845,-20.845,-20.845,1,0,0,0,0,0,1,0,0,2.5531,1,0,0,2.5531,1,0,0,151,151,2.5531,1,151,151,2.5531,1,151,151,NA,NA,NA,NA,NA,NA,NA,NA,Inf,-Inf,0,0,2.5531,1,0,0,2.5531,1,0,0,NA,NA,NA,Inf,-Inf
"58","BB","WC","Low","RI",41,10,640,0.342,0.342,0.342,0.342,0.342,1,0.691,0.691,0.691,0.691,0.691,1,-0.157,-0.157,-0.157,-0.157,-0.157,1,0.395,0.395,0.395,0.395,0.395,1,0.715,0.715,0.715,0.715,0.715,1,-1.138,-1.138,-1.138,-1.138,-1.138,1,-0.015,-0.015,-0.015,-0.015,-0.015,1,0.11,0.36,-0.0654,0,0.079,0.966,0.1737,0,0,1.2,41,50.5,1.4956,0,14.8,59.7,-1.7294,0,4,66,4.5,5,1.682,1,3.3,5,1.6852,1,2,6,0.05,0.125,1.1585,0,0,0.255,1.3312,0,0,1,0.0015,0.969,0,0,1
"59","BB","WC","Low","PO",36,10,446,0.213,0.213,0.213,0.213,0.213,1,0.022,0.022,0.022,0.022,0.022,1,0.195,0.195,0.195,0.195,0.195,1,0.24,0.24,0.24,0.24,0.24,1,0.096,0.096,0.096,0.096,0.096,1,0.103,0.103,0.103,0.103,0.103,1,0.274,0.274,0.274,0.274,0.274,1,0.02,0.065,1.2401,0,0,0.077,-0.0852,0,0,0.21,56.5,122.5,0.0297,0,51.2,151,0.6062,0,10,151,4.25,5.75,1.5428,0,1.75,6.75,0.3551,0,1,7,0,0.1,0.2432,0,0,0.69,-1.7989,0,0,0.9,0.5184,0.472,0,0,1
