ObjectID,Creation Date,Site Type ,Tag,Fish Species,Other - Fish Species,Size,Coded Size,Number of Individuals,Mesohabitat,Other - Mesohabitat,Stream Width (m),Substrate,Substrate Feature,Surface Turbulence ,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation ,Undercut Bank,Instream Cover,Canopy Cover,Depth (cm),Velocity (m/s),Longitude (N),Latitude (W),Notes,,x,y,,Data Changes
157,6/16/2022 22:25,Available,NA,NA,,,,NA,Pool,,14.2,Silt,0,0,0,0.1,0.3,0,0.4,Yes,72,0,0,0,,-111.6871711,34.53803644,,,
158,6/16/2022 22:27,Available,NA,NA,,,,NA,Pool,,14.2,Silt,0,0,0,0.4,0.1,0,0.5,Yes,88,0,0,0,,-111.6871732,34.53802118,,,
159,6/16/2022 22:28,Available,NA,NA,,,,NA,Pool,,14.2,Silt,0,0,0,0.2,0,0,0.2,Yes,106,0,0,0,,-111.6871419,34.53808886,,,
160,6/16/2022 22:29,Available,NA,NA,,,,NA,Pool,,14.2,Silt,0,0,0,0.1,0,0,0.1,Yes,132,0,0,0,,-111.6871471,34.53807448,,,
161,6/16/2022 22:30,Available,NA,NA,,,,NA,Pool,,14.2,Gravel,0,0,0,0.05,0,0,0.05,No,>150,0,0,0,,-111.6871769,34.53805587,,,
162,6/16/2022 22:30,Available,NA,NA,,,,NA,Pool,,14.2,Boulder,0,0,0,0,0,0,0,Yes,>150,0,0,0,,-111.6871874,34.53806181,,,
163,6/16/2022 22:31,Available,NA,NA,,,,NA,Pool,,14.2,Boulder,0,0,0,0,0,0,0,NA,>150,0,0,0,,-111.6871634,34.53807861,,,
164,6/16/2022 22:32,Available,NA,NA,,,,NA,Pool,,14.2,Bedrock,0.1,0,0,0,0,0,0.1,No,138,0,0,0,,-111.6871615,34.53805336,,,
165,6/16/2022 22:33,Available,NA,NA,,,,NA,Pool,,14.2,Bedrock,0.1,0,0,0,0,0,0.1,No,118,0,0,0,,-111.6871641,34.53804765,,,
166,6/16/2022 22:34,Available,NA,NA,,,,NA,Pool,,14.2,Bedrock,0.3,0,0,0,0,0,0.3,No,134,0,0,0,,-111.6871628,34.53808132,,,
167,6/16/2022 22:34,Available,NA,NA,,,,NA,Pool,,14.2,Boulder,0.5,0,0,0,0,0,0.5,Yes,120,0,34.538049,111.687169,,-111.6871695,34.53805447,"Changed Riffle,Pool to Pool based on surrounding hab",,
168,6/16/2022 22:41,Available,NA,NA,,,,NA,Pool,,12.821,Sand,0,0,0,0.8,0,0,0.8,Yes,103,0,34.538095,111.687051,,-111.687189,34.53806078,,,
172,6/16/2022 22:52,Available,NA,NA,,,,NA,Pool,,12.8,Cobble,0,0,0,0,0.4,0,0.4,Yes,23,NA,34.538083,111.686947,,-111.687024,34.53797274,,,
173,6/16/2022 22:58,Available,NA,NA,,,,NA,Pool,,12.8,Silt,0,0,0,0.05,0,0,0.05,No,83,NA,0,0,,-111.6870323,34.53800875,,,
174,6/16/2022 22:59,Available,NA,NA,,,,NA,Pool,,12.8,Gravel,0,0,0,0.05,0,0,0.05,No,96,NA,0,0,,-111.6870338,34.5380097,,,
175,6/16/2022 23:00,Available,NA,NA,,,,NA,Pool,,12.8,Gravel,0,0,0,0,0,0,0,No,110,NA,0,0,,-111.6870341,34.53800995,,,
176,6/16/2022 23:00,Available,NA,NA,,,,NA,Pool,,12.8,Pebble,0.05,0,0,0,0,0,0.05,No,142,NA,0,0,,-111.6870339,34.53801039,,,
177,6/16/2022 23:01,Available,NA,NA,,,,NA,Pool,,12.8,Boulder,0,0,0,0,0,0,0,No,NA,NA,0,0,,-111.6870348,34.53801102,,,
178,6/16/2022 23:01,Available,NA,NA,,,,NA,Pool,,12.8,Boulder,0.4,0,0,0,0,0,0.4,NA,NA,NA,0,0,,-111.6870354,34.53801126,,,
179,6/16/2022 23:02,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0.2,0,0,0,0,0,0.2,No,77,NA,0,0,,-111.6870742,34.53803765,,,
180,6/16/2022 23:03,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0,0,0,0,0,0,0,No,64,NA,0,0,,-111.687069,34.53804113,,,
181,6/16/2022 23:04,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0,0,0,0,0,0,0,No,46,NA,0,0,,-111.6870832,34.53803569,,,
182,6/16/2022 23:04,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0,0,0,0,0,0,0,No,48,NA,0,0,,-111.6870826,34.53803599,,,
183,6/16/2022 23:05,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0,0,0,0,0,0,0,No,48,NA,0,0,,-111.6870821,34.53803649,,,
184,6/16/2022 23:06,Available,NA,NA,,,,NA,Pool,,12.8,Bedrock,0.05,0,0,0.1,0,0,0.15,Yes,62,NA,34.537974,111.687051,,-111.6870725,34.53799535,,,
186,6/16/2022 23:11,Available,NA,NA,,,,NA,Pool,,9.741,Gravel,0.15,0,0,0,0,0,0.15,Yes,>150,NA,34.538026,111.686921,,-111.6869801,34.53800044,,,
190,6/16/2022 23:25,Available,NA,NA,,,,NA,Pool,,10.5,Boulder,0.2,0,0,0,0.1,0,0.3,Yes,41,NA,34.538,111.686865,,-111.6868819,34.53800197,,,
191,6/16/2022 23:28,Available,NA,NA,,,,NA,Pool,,10.5,Boulder,0.4,0,0,0,0.3,0,0.7,Yes,58,NA,0,0,,-111.6868918,34.53803147,,,
192,6/16/2022 23:29,Available,NA,NA,,,,NA,Pool,,10.5,Boulder,0.5,0,0,0,0.1,0,0.6,Yes,76,NA,0,0,,-111.6869437,34.53799433,,,
193,6/16/2022 23:30,Available,NA,NA,,,,NA,Pool,,10.5,Boulder,0.1,0,0,0,0,0,0.1,Yes,88,NA,0,0,,-111.6869497,34.53799582,,,
194,6/16/2022 23:31,Available,NA,NA,,,,NA,Pool,,10.5,Bedrock,0.05,0,0,0,0,0,0.05,Yes,88,NA,0,0,,-111.686941,34.53805475,,,
195,6/16/2022 23:32,Available,NA,NA,,,,NA,Pool,,10.5,Bedrock,0,0,0,0,0,0,0,No,79,NA,0,0,,-111.6869272,34.5380666,,,
196,6/16/2022 23:33,Available,NA,NA,,,,NA,Pool,,10.5,Bedrock,0,0,0,0,0,0,0,No,52,NA,0,0,,-111.6869252,34.53807125,,,
197,6/16/2022 23:33,Available,NA,NA,,,,NA,Pool,,10.55,Bedrock,0.2,0,0,0,0,0,0.2,No,58,NA,0,0,,-111.6869425,34.53806704,,,
198,6/16/2022 23:34,Available,NA,NA,,,,NA,Pool,,10.5,Bedrock,0,0,0,0,0.2,0,0.2,No,18,NA,0,0,,-111.6869503,34.53806569,,,
199,6/16/2022 23:35,Available,NA,NA,,,,NA,Pool,,10.5,Bedrock,0,0,0,0,0,0,0,No,12,NA,34.537977,111.686864,,-111.6868991,34.53799276,,,
205,6/17/2022 17:18,Available,NA,NA,,,,NA,Riffle,,15.29,Boulder,0.7,0,0,0,0,0,0.7,Yes,18,0.13,34.538005,111.686764,,-111.6865825,34.53799617,,,
207,6/17/2022 17:24,Available,NA,NA,,,,NA,Riffle,,13.9,Cobble,0,0,0,0,0,0,0,Yes,16,0.27,34.53792,111.6867,,-111.6867057,34.53797836,,,
208,6/17/2022 17:25,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0,0,0,0,0,0,0,Yes,30,0.16,0,0,,-111.6866621,34.53794665,,,
209,6/17/2022 17:26,Available,NA,NA,,,,NA,Riffle,,13.9,Gravel,0,0,0,0,0,0,0,Yes,25,0.05,0,0,,-111.68663,34.53796419,,,
210,6/17/2022 17:27,Available,NA,NA,,,,NA,Riffle,,13.9,Gravel,0.2,0,0,0,0,0,0.2,Yes,22,0.14,0,0,,-111.686632,34.53796532,,,
211,6/17/2022 17:28,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.3,0,0,0,0,0,0.3,Yes,12,0.54,0,0,,-111.6866499,34.53797604,,,
212,6/17/2022 17:30,Available,NA,NA,,,,NA,Riffle,,13.9,Cobble,0.4,0,0,0,0,0,0.4,Yes,28,0.72,0,0,,-111.6866877,34.5379599,,,
213,6/17/2022 17:31,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.3,0,0,0,0,0,0.3,Yes,10,0.58,0,0,,-111.6867052,34.5379451,,,
214,6/17/2022 17:32,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.6,0,0,0,0,0,0.6,No,44,0.05,0,0,,-111.6866832,34.53796336,,,
215,6/17/2022 17:34,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.4,0,0,0,0,0,0.4,Yes,10,0.18,0,0,,-111.6866908,34.53798439,,,
216,6/17/2022 17:35,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0,0,0,0,0,0,0,Yes,NA,NA,0,0,On top of boulder,-111.6866966,34.53799804,"Changed to Riffle, data taker confused substrate and macrohabitat",,
217,6/17/2022 17:36,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0,0,0,0,0,0,0,Yes,NA,NA,0,0,Top of boulder,-111.6866885,34.53801062,"Changed to Riffle, data taker confused substrate and macrohabitat",,
218,6/17/2022 17:37,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.4,0,0,0,0.1,0,0.5,Yes,10,0.58,0,0,,-111.6866994,34.53800831,,,
219,6/17/2022 17:38,Available,NA,NA,,,,NA,Riffle,,13.9,Boulder,0.4,0,0,0,0,0,0.4,Yes,16,0.22,0,0,,-111.686715,34.5380008,,,
220,6/17/2022 17:39,Available,NA,NA,,,,NA,Riffle,,13.9,Cobble,0.5,0,0,0,0,0,0.5,Yes,28,0.07,0,0,,-111.686712,34.53798531,,,
221,6/17/2022 17:41,Available,NA,NA,,,,NA,Riffle,,13.9,Gravel,0.1,0,0,0,0,0,0.1,Yes,18,0.01,0,0,,-111.6867131,34.53800411,,,
228,6/17/2022 18:34,Available,NA,NA,,,,NA,Riffle,,13.343,Boulder,0.4,0,0,0,0,0,0.4,Yes,42,0.03,34.538016,111.686595,,0,0,,,
231,6/17/2022 18:45,Available,NA,NA,,,,NA,Riffle,,9.25,Gravel,0.3,0,0,0,0,0,0.3,No,14,0.22,34.538043,111.686497,,-111.6864875,34.53798553,,,
232,6/17/2022 18:49,Available,NA,NA,,,,NA,Riffle,,9.25,Boulder,0.3,0,0,0,0,0,0.3,No,24,0.73,0,0,,-111.6865204,34.5379901,,,
234,6/17/2022 18:53,Available,NA,NA,,,,NA,Riffle,,9.25,Cobble,0.7,0,0,0,0,0,0.7,No,44,0.11,0,0,,-111.6865034,34.53799866,,,
235,6/17/2022 18:55,Available,NA,NA,,,,NA,Riffle,,9.25,Cobble,0.7,0,0,0,0,0,0.7,No,38,0.34,0,0,,-111.6865043,34.53798236,,,
236,6/17/2022 18:56,Available,NA,NA,,,,NA,Riffle,,9.25,Boulder,0.7,0,0,0,0,0,0.7,No,44,0.53,0,0,,-111.6864968,34.537986,,,
238,6/17/2022 19:00,Available,NA,NA,,,,NA,Riffle,,9.25,Boulder,0,0,0,0,0,0,0,Yes,34,0.26,0,0,,0,0,,,
239,6/17/2022 19:02,Available,NA,NA,,,,NA,Riffle,,9.25,Gravel,0.4,0,0,0,0,0,0.4,Yes,12,0.34,0,0,,0,0,,,
240,6/17/2022 19:03,Available,NA,NA,,,,NA,Riffle,,9.25,Gravel,0.1,0,0,0,0,0,0.1,Yes,24,0.21,34.537963,111.686478,,0,0,,,
244,6/17/2022 19:14,Available,NA,NA,,,,NA,Riffle,,12.705,Cobble,0.1,0,0,0,0,0,0.1,Yes,18,0.02,34.538055,111.686442,,-111.6862303,34.53803042,,,
248,6/17/2022 20:22,Available,NA,NA,,,,NA,Riffle,,9.1,Silt,0.2,0,0.3,0,0,0,0.5,Yes,10,0,34.538113,111.686341,,-111.6863361,34.53803963,,,
249,6/17/2022 20:24,Available,NA,NA,,,,NA,Riffle,,9.1,Boulder,0,0,0.2,0,0,0,0.2,Yes,20,0.11,0,0,,-111.6863726,34.53804457,,,
250,6/17/2022 20:26,Available,NA,NA,,,,NA,Riffle,,9.1,Pebble,0.1,0,0,0,0,0,0.1,Yes,30,0.15,0,0,,-111.6863672,34.53805683,,,
251,6/17/2022 20:27,Available,NA,NA,,,,NA,Riffle,,9.1,Cobble,0.1,0,0,0,0,0,0.1,Yes,38,0.51,0,0,,-111.6863943,34.53804475,,,
252,6/17/2022 20:28,Available,NA,NA,,,,NA,Riffle,,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,45,0.04,0,0,,-111.6863844,34.5380299,,,
253,6/17/2022 20:29,Available,NA,NA,,,,NA,Riffle,,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,46,0.06,0,0,,-111.6863858,34.5380499,,,
255,6/17/2022 20:33,Available,NA,NA,,,,NA,Riffle,,9.1,Boulder,0.3,0,0,0,0,0,0.3,No,6,NA,0,0,,-111.6863951,34.53803849,,,
256,6/17/2022 20:35,Available,NA,NA,,,,NA,Riffle,,9.1,Gravel,0.1,0,0,0,0,0,0.1,No,46,0.17,0,0,,-111.6863837,34.53803257,,,
257,6/17/2022 20:36,Available,NA,NA,,,,NA,Riffle,,9.1,Boulder,0.5,0,0,0,0,0,0.5,No,Na,Na,34.538048,111.686305,On top boulder,-111.6863818,34.53803314,,,
260,6/17/2022 20:43,Available,NA,NA,,,,NA,Riffle,,7.2,Cobble,0,0,0,0,0,0,0,No,50,0.37,34.538064,111.686214,,-111.6863391,34.53807138,,,
265,6/17/2022 20:53,Available,NA,NA,,,,NA,Riffle,,11.06,Silt,0,0,0.3,0,0.5,0,0.8,Yes,11,0.01,34.538132,111.686121,,0,0,,,
266,6/17/2022 20:55,Available,NA,NA,,,,NA,Riffle,,11.06,Silt,0,0,0.3,0,0.6,0,0.9,Yes,25,0.2,0,0,Substrate aquatic veg,0,0,,,
267,6/17/2022 20:58,Available,NA,NA,,,,NA,Riffle,,11.06,Gravel,0.1,0,0,0,0,0,0.1,Yes,40,0.02,0,0,,0,0,,,
268,6/17/2022 20:59,Available,NA,NA,,,,NA,Riffle,,11.06,Boulder,0.1,0,0,0,0,0,0.1,Yes,6,0,0,0,High on boulder,0,0,,,
269,6/17/2022 21:00,Available,NA,NA,,,,NA,Riffle,,11.06,Gravel,0.2,0,0,0,0,0,0.2,Yes,26,0.02,0,0,,0,0,,,
270,6/17/2022 21:01,Available,NA,NA,,,,NA,Riffle,,11.06,Cobble,0.1,0,0,0,0,0,0.1,Yes,20,0.06,0,0,,0,0,,,
271,6/17/2022 21:03,Available,NA,NA,,,,NA,Riffle,,11.06,Cobble,0.1,0,0,0,0,0,0.1,No,33,0.24,0,0,,0,0,,,
272,6/17/2022 21:04,Available,NA,NA,,,,NA,Riffle,,11.06,Boulder,0.4,0,0,0,0,0,0.4,No,10,0,0,0,,0,0,,,
273,6/17/2022 21:05,Available,NA,NA,,,,NA,Riffle,,11.06,Boulder,0.1,0,0,0,0,0,0.1,No,24,0.2,0,0,,0,0,,,
274,6/17/2022 21:07,Available,NA,NA,,,,NA,Riffle,,11.06,Boulder,0.2,0,0,0,0.3,0,0.5,Yes,6,Na,34.538088,111.686123,On top boulder,0,0,,,
276,6/17/2022 21:11,Available,NA,NA,,,,NA,Riffle,,7.7,Gravel,0.1,0,0,0,0,0,0.1,No,24,0.3,34.53812,111.686063,,-111.6861273,34.53810866,,,
280,6/17/2022 21:24,Available,NA,NA,,,,NA,Riffle,,11.2,Silt,0,0,0,0.2,0.8,0,1,Yes,20,0,34.538161,111.685954,,-111.6859769,34.53816451,,,
281,6/17/2022 21:29,Available,NA,NA,,,,NA,Riffle,,11.2,Gravel,0,0,0,0,0.5,0,0.5,Yes,36,0.2,0,0,,-111.685991,34.53816112,,,
282,6/17/2022 21:31,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0.1,0,0,0,0.6,0,0.7,No,37,0.43,0,0,,-111.6860097,34.53814736,,,
283,6/17/2022 21:32,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0.1,0,0,0,0,0,0.1,No,34,0.45,0,0,,-111.6860092,34.53814225,,,
284,6/17/2022 21:34,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0.2,0,0,0,0,0,0.2,No,36,0.65,0,0,,-111.6859738,34.53813337,,,
285,6/17/2022 21:35,Available,NA,NA,,,,NA,Riffle,,11.2,Boulder,0.1,0,0,0,0.2,0,0.3,No,22,0.05,0,0,,-111.6859813,34.53812117,,,
286,6/17/2022 21:37,Available,NA,NA,,,,NA,Riffle,,11.2,Gravel,0.2,0,0,0,0.3,0,0.5,No,20,0.02,0,0,,-111.6860698,34.53814919,,,
287,6/17/2022 21:39,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0,0,0,0,0.4,0,0.4,Yes,16,0.12,0,0,,-111.6860672,34.53814905,,,
288,6/17/2022 21:40,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0.1,0,0,0,0.8,0,0.9,Yes,12,0.06,0,0,,-111.6860206,34.538168,,,
289,6/17/2022 21:42,Available,NA,NA,,,,NA,Riffle,,11.2,Cobble,0.1,0,0,0,0.9,0,1,Yes,26,0.01,0,0,,-111.6859435,34.5381258,,,
290,6/17/2022 21:45,Available,NA,NA,,,,NA,Riffle,,11.2,Boulder,0.3,0,0,0,0.1,0,0.4,Yes,Na,Na,34.538084,111.685912,On top boulder,-111.6859621,34.53816647,,,
291,6/17/2022 21:47,Available,NA,NA,,,,NA,Riffle,,9.5,Gravel,0,0,0,0,0,0,0,No,32,0.13,34.53815,111.685866,,-111.6859659,34.53816416,,,
294,6/17/2022 22:03,Available,NA,NA,,,,NA,Riffle,,8.2,Cobble,0.1,0,0,0,0.2,0,0.3,NA,10,0,34.538132,111.685772,,-111.6857403,34.53822037,,,
295,6/17/2022 22:10,Available,NA,NA,,,,NA,Riffle,,8.2,Gravel,0,0,0,0,0,0,0,No,29,0.07,0,0,,0,0,,,
296,6/17/2022 22:11,Available,NA,NA,,,,NA,Riffle,,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,26,0.08,0,0,,0,0,,,
298,6/17/2022 22:15,Available,NA,NA,,,,NA,Riffle,,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,36,0.03,0,0,,0,0,,,
299,6/17/2022 22:16,Available,NA,NA,,,,NA,Riffle,,8.2,Cobble,0.2,0,0,0,0,0,0.2,No,20,0.59,0,0,,-111.6858366,34.53811028,,,
300,6/17/2022 22:17,Available,NA,NA,,,,NA,Riffle,,8.2,Boulder,0.1,0,0,0,0,0,0.1,No,22,0.55,0,0,,-111.6858653,34.5380361,,,
301,6/17/2022 22:18,Available,NA,NA,,,,NA,Riffle,,8.2,Boulder,0.6,0,0,0,0,0,0.6,Yes,Na,Na,0,0,On top boulder,-111.6858415,34.53812673,,,
302,6/17/2022 22:19,Available,NA,NA,,,,NA,Riffle,,8.2,Gravel,0,0,0,0,0,0,0,Yes,29,0.15,34.538193,111.68579,,-111.6858402,34.53814343,,,
306,6/17/2022 22:35,Available,NA,NA,,,,NA,Riffle,,8.9,Cobble,0.1,0,0,0,0,0,0.1,Yes,20,0.19,34.5382,111.685664,,-111.6855513,34.53824399,,,
308,6/17/2022 22:41,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0,0,0,0,0,0,0,Yes,3,0,34.538223,111.685587,,0,0,,,
309,6/17/2022 22:42,Available,NA,NA,,,,NA,Run,,10.5,Boulder,0.3,0,0,0,0,0,0.3,Yes,Na,Na,0,0,On top boulder,0,0,,,
310,6/17/2022 22:44,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,46,0.02,0,0,,0,0,,,
311,6/17/2022 22:45,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,32,0.16,0,0,,0,0,,,
312,6/17/2022 22:46,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0.1,0,0,0,0,0,0.1,Yes,51,0.31,0,0,,0,0,,,
313,6/17/2022 22:47,Available,NA,NA,,,,NA,Run,,10.5,Gravel,0.2,0,0,0,0,0,0.2,Yes,38,0.29,0,0,,0,0,,,
314,6/17/2022 22:47,Available,NA,NA,,,,NA,Run,,10.5,Gravel,0.1,0,0,0,0,0,0.1,No,33,0.1,0,0,,0,0,,,
315,6/17/2022 22:49,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0.2,0,0,0,0,0,0.2,Yes,35,0.48,0,0,,0,0,,,
316,6/17/2022 22:50,Available,NA,NA,,,,NA,Run,,10.5,Gravel,0.2,0,0,0.1,0,0,0.3,Yes,18,0.14,0,0,,0,0,,,
317,6/17/2022 22:51,Available,NA,NA,,,,NA,Run,,10.5,Cobble,0,0,0,0,0,0,0,Yes,17,0.05,34.538259,111.68561,,0,0,,,
319,6/17/2022 22:59,Available,NA,NA,,,,NA,Run,,9.15,Cobble,0.5,0,0,0,0,0,0.5,Yes,36,0.14,34.538196,111.685503,,-111.685588,34.53825877,,,
323,6/17/2022 23:06,Available,NA,NA,,,,NA,Run,,10.4,Sand,0.2,0,0.4,0,0,0,0.6,Yes,34,0,34.53823,111.685428,,-111.6855623,34.53833661,,,
324,6/17/2022 23:09,Available,NA,NA,,,,NA,Run,,10.4,Boulder,0.7,0,0,0,0,0,0.7,Yes,Na,Na,0,0,On top boulder,-111.685487,34.53834599,,,
325,6/17/2022 23:10,Available,NA,NA,,,,NA,Run,,10.4,Cobble,0.3,0,0,0,0,0,0.3,Yes,36,0.16,0,0,,-111.6854738,34.53836895,,,
326,6/17/2022 23:11,Available,NA,NA,,,,NA,Run,,10.4,Boulder,0.9,0,0,0,0,0,0.9,No,4,Na,0,0,,-111.685473,34.53837022,,,
327,6/17/2022 23:12,Available,NA,NA,,,,NA,Run,,10.4,Cobble,0.1,0,0,0.1,0,0,0.2,Yes,60,0.25,0,0,,-111.6854718,34.53837219,,,
328,6/17/2022 23:13,Available,NA,NA,,,,NA,Run,,10.4,Boulder,0.4,0,0,0.1,0,0,0.5,Yes,42,0.1,0,0,,-111.6854726,34.53841242,,,
329,6/17/2022 23:14,Available,NA,NA,,,,NA,Run,,10.4,Cobble,0.2,0,0,0,0,0,0.2,No,36,0.17,0,0,,-111.6854332,34.53843849,,,
330,6/17/2022 23:15,Available,NA,NA,,,,NA,Run,,10.4,Cobble,0,0,0,0,0,0,0,Yes,14,0.14,0,0,,-111.6854342,34.53843772,,,
331,6/17/2022 23:16,Available,NA,NA,,,,NA,Run,,10.4,Sand,0,0,0.5,0,0,0,0.5,Yes,22,0.02,34.538269,111.685442,,-111.6854347,34.53843752,,,
335,6/17/2022 23:26,Available,NA,NA,,,,NA,Run,,7.8,Boulder,0.1,0,0,0,0,0,0.1,Yes,50,0.09,34.538248,111.685378,"Originial note ""Might be a lost one"" Amendment- from memory washer was old and coverd in detrituos. 166 was marked above, this is believed to be from previous survey when washer was lost ",-111.6854116,34.53839183,"Marked occupied with 166, note says might be a lost one- changing to available and adding to note ",,
337,6/17/2022 23:32,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0.5,0,0,0,0,0,0.5,Yes,18,0.01,34.538244,111.685334,,-111.6853577,34.53835481,,,
338,6/17/2022 23:33,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0.3,0,0,0,0,0,0.3,No,52,0.51,0,0,,-111.6853598,34.53837218,,,
339,6/17/2022 23:34,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0.5,0,0,0,0,0,0.5,No,38,0,0,0,,-111.6853593,34.53837156,,,
340,6/17/2022 23:35,Available,NA,NA,,,,NA,Run,,8.8,Gravel,0.1,0,0,0,0,0,0.1,No,26,0.12,0,0,,-111.6853865,34.53839449,,,
341,6/17/2022 23:36,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0.9,0,0,0,0,0,0.9,Yes,Na,Na,0,0,,-111.6853869,34.53839579,,,
342,6/17/2022 23:36,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0.1,0,0,0.1,0,0,0.2,Yes,10,0.34,0,0,,-111.6853877,34.53839725,,,
343,6/17/2022 23:37,Available,NA,NA,,,,NA,Run,,8.8,Boulder,0,0,0,0,0,0,0,Yes,6,Na,34.538283,111.68535,,-111.6853876,34.53839772,,,
345,6/17/2022 23:45,Available,NA,NA,,,,NA,Riffle,,11.7,Cobble,0,0,0,0,0,0,0,Yes,8,0,34.538322,111.685269,,-111.6853036,34.53835018,,,
349,6/17/2022 23:55,Available,NA,NA,,,,NA,Riffle,,10.2,Cobble,0.2,0,0,0,0,0,0.2,Yes,26,0.32,34.538299,111.685161,,-111.6851919,34.53831473,Changed to Cobble,,
351,6/18/2022 16:53,Available,NA,NA,,,,NA,Riffle,,7,Cobble,0.2,0,0,0,0,0,0.2,Yes,28,0.11,34.538299,111.685117,,0,0,,,
355,6/18/2022 17:03,Available,NA,NA,,,,NA,Riffle,,4.6,Boulder,0.5,0.2,0,0,0,0,0.7,No,46,0.9,34.538326,111.685027,,-111.684869,34.53827118,,,
356,6/18/2022 17:08,Available,NA,NA,,,,NA,Riffle,,6.8,Gravel,0.1,0,0,0,0,0,0.1,Yes,26,0.04,34.538336,111.684936,,-111.6846977,34.53841104,,,
357,6/18/2022 17:11,Available,NA,NA,,,,NA,Riffle,,9.5,Cobble,0.2,0,0,0,0,0,0.2,Yes,27,0.27,34.53837,111.684872,,0,0,,,
358,6/18/2022 17:13,Available,NA,NA,,,,NA,Riffle,,10.3,Gravel,0.1,0,0,0,0,0,0.1,No,10,0.01,34.538458,111.684812,,-111.6848961,34.53838669,,,
359,6/18/2022 17:16,Available,NA,NA,,,,NA,Riffle,,8.9,Cobble,0.2,0,0,0,0,0,0.2,No,14,0.39,34.538463,111.684735,,-111.6846901,34.53836908,,,
361,6/18/2022 17:21,Available,NA,NA,,,,NA,Riffle,,13.9,Gravel,0.5,0,0,0,0,0,0.5,No,36,0.23,34.538485,111.684649,,-111.6846803,34.538397,,,
362,6/18/2022 17:24,Available,NA,NA,,,,NA,Riffle,,11.1,Pebble,0.1,0,0,0,0,0,0.1,Yes,36,0.68,34.538496,111.684545,,-111.684582,34.53838258,,,
363,6/18/2022 17:28,Available,NA,NA,,,,NA,Riffle,,8.1,Cobble,0,0,0,0,0,0,0,No,22,0.03,34.538541,111.684478,,0,0,,,
364,6/18/2022 17:31,Available,NA,NA,,,,NA,Riffle,,5.9,Cobble,0.2,0,0,0.1,0,0,0.3,No,38,0.41,34.538552,111.684429,,-111.6845748,34.5385082,,,
365,6/18/2022 17:33,Available,NA,NA,,,,NA,Riffle,,8.8,Pebble,0,0,0,0,0,0,0,Yes,58,0.19,34.538576,111.684361,,-111.684368,34.53850473,,,
366,6/18/2022 17:38,Available,NA,NA,,,,NA,Pool,,13.3,Cobble,0.1,0,0,0,0,0,0.1,Yes,33,0.17,34.538554,111.684245,,-111.684185,34.53855656,,,
368,6/18/2022 17:41,Available,NA,NA,,,,NA,Pool,,11.7,Bedrock,0,0,0,0,0,0,0,No,120,0.02,34.538608,111.684181,,-111.6841881,34.53853016,,,
369,6/18/2022 17:48,Available,NA,NA,,,,NA,Pool,,10.2,Silt,0,0,0,0,0,0,0,No,64,0.08,34.538647,111.684059,,-111.6837757,34.53882628,,,
370,6/18/2022 17:50,Available,NA,NA,,,,NA,Pool,,10.8,Gravel,0,0,0,0,0,0,0,No,68,0.01,34.538638,111.683984,,-111.683749,34.53873443,,,
371,6/18/2022 17:53,Available,NA,NA,,,,NA,Pool,,6.4,Boulder,0.4,0,0,0,0,0,0.4,Yes,60,0.01,34.538625,111.683916,,-111.6840684,34.5384554,,,
374,6/18/2022 18:05,Available,NA,NA,,,,NA,Pool,,5,Boulder,0.8,0,0,0,0,0,0.8,No,28,0.21,34.538612,111.683834,,-111.683873,34.5386565,,,
