"","Species","Stream","Group","Mesohabitat","Observed","Unique","Available","Ratio_Pool","RPool_95L","RPool_95H","RPool_80L","RPool_80H","RPool_Percent_Support","Ratio_Riffle","RRiffle_95L","RRiffle_95H","RRiffle_80L","RRiffle_80H","RRiffle_Percent_Support","Ratio_Run","RRun_95L","RRun_95H","RRun_80L","RRun_80H","RRun_Percent_Support","Mesohabitat_Riffle","MesoRiffle_95L","MesoRiffle_95H","MesoRiffle_80L","MesoRiffle_80H","MesoRiffle_Percent_Support","Mesohabitat_Run","MesoRun_95L","MesoRun_95H","MesoRun_80L","MesoRun_80H","MesoRun_Percent_Support","Velocity Coef","Velocity_95L","Velocity_95H","Velocity_80L","Velocity_80H","V_Percent_Support","Depth Coef","Depth_95L","Depth_95H","Depth_80L","Depth_80H","D_Percent_Support","Sub Coef","Sub_95L","Sub_95H","Sub_80L","Sub_80H","S_Percent_Support","VelFull Coef","VelFull_95L","VelFull_95H","VelFull_80L","VelFull_80H","VF_Percent_Support","DepthFull Coef","DepthFull_95L","DepthFull_95H","DepthFull_80L","DepthFull_80H","DF_Percent_Support","Instream Coef","Instream_95L","Instream_95H","Instream_80L","Instream_80H","I_Percent_Support","Canopy Coef","Canopy_95L","Canopy_95H","Canopy_80L","Canopy_80H","C_Percent_Support","Velocity_25","Velocity_75","Velocity_t_stat_50","Velocity_p_50","Velocity_5","Velocity_95","Velocity_t_stat_90","Velocity_p_90","Velocity_Min","Velocity_Max","Depth_25","Depth_75","Depth_t_stat_50","Depth_p_50","Depth_5","Depth_95","Depth_t_stat_90","Depth_p_90","Depth_Min","Depth_Max","Substrate_25","Substrate_75","Substrate_t_stat_50","Substrate_p_50","Substrate_5","Substrate_95","Substrate_t_stat_90","Substrate_p_90","Substrate_Min","Substrate_Max","Instream_25","Instream_75","Instream_t_stat_50","Instream_p_50","Instream_5","Instream_95","Instream_t_stat_90","Instream_p_90","Instream_Min","Instream_Max","Canopy_Chi","Canopy_P","C_Prob_Support0.05","Canopy_Min","Canopy_Max"
"11","BB","WB","High","RU",9,8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.034,-0.529,0.331,-0.309,0.189,0.4941,0.405,0.122,0.837,0.204,0.646,1,0.14,-0.346,0.64,-0.183,0.485,0.6779,-0.102,-0.57,0.403,-0.374,0.111,0.6968,0.444,0.116,0.895,0.199,0.678,0.9997,-0.261,-0.814,0.06,-0.543,-0.03,0.9356,1.858,0.263,8.635,0.331,8.582,1,0.081,0.269,0.0935,0.0733,0.029,0.421,0.0234,0.0145,0.01,0.5,43.939,57.793,0.5622,0.0525,35.412,70.254,0.6669,0.0556,31,79,4.244,5.601,-0.3146,0,3.465,6.568,-0.1386,0,3,7,0.005,0.124,0.22,0.0017,0,0.178,0.5691,0.0077,0,0.2,2.5296,0.181,0,0,1
"12","BB","WB","Low","RI",13,11,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.348,-1.08,0.244,-0.785,0.125,0.8086,0.53,0.33,0.74,0.398,0.664,1,0.094,-0.15,0.324,-0.08,0.265,0.7969,-0.351,-1.197,0.329,-0.843,0.199,0.7936,0.539,0.335,0.775,0.401,0.681,1,-0.736,-2.671,0.064,-1.34,-0.047,0.9257,-0.409,-0.826,-0.017,-0.715,-0.137,0.9875,0.039,0.216,0.9656,0.2309,0.008,0.382,0.5175,0.0375,0,0.81,26.814,40.209,1.6525,0.4441,20.444,43.437,1.8305,0.592,18,44,4.958,5.126,1.5818,0.5365,4.425,5.792,1.6923,0.5383,4,6,0,0.145,1.4299,0.3969,0,0.399,0.3253,0.0392,0,0.7,1.6682,0.315,1,0,1
"13","BB","WB","Low","PO",54,22,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.553,0.281,-0.33,0.191,0.5418,0.117,-0.167,0.379,-0.06,0.29,0.8045,-0.01,-0.313,0.339,-0.215,0.208,0.5458,0.002,-0.52,0.378,-0.291,0.262,0.5545,0.117,-0.192,0.441,-0.087,0.32,0.77,0.4,0.053,0.676,0.192,0.589,0.984,0.197,-0.168,0.705,-0.065,0.478,0.8158,0,0.041,0.1758,0.0166,0,0.078,0.3809,0.0192,0,0.12,52.877,93.501,1.8291,0.5507,35.285,143.845,1.8254,0.514,26,151,3.561,5.297,0.7711,0.1023,1.319,6.382,NA,NA,1,7,0,0.28,-1.7338,0.0031,0,0.548,NA,NA,0,0.6,0.8911,0.505,0,0,1
"14","BB","WB","Low","RU",13,10,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.362,-3.987,-0.339,-3,-0.466,1,0.274,0.05,0.687,0.114,0.503,0.9942,-0.077,-0.353,0.163,-0.244,0.088,0.7221,-1.281,-4.022,-0.246,-2.981,-0.374,0.9996,0.118,-0.129,0.488,-0.047,0.306,0.8031,0.244,-0.246,0.645,-0.044,0.478,0.8721,0.769,0.145,1.163,0.225,1.022,0.9998,0.009,0.058,1.5185,0.4174,0.002,0.169,0.5828,0.2219,0,0.26,44.751,62.106,0.9492,0.0974,34.647,68.252,1.1237,0.1619,30,72,4.938,5.556,1.3256,0.3049,4.299,5.94,1.5185,0.3401,3,6,0.024,0.25,0.2476,0.0441,0.002,0.442,-0.3647,0.0176,0,0.6,2.0824,0.244,0,0,1
"15","BB","WC","High","RI",10,10,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-1.321,0.011,-1.09,-0.099,0.9699,0.359,-0.078,0.848,0.054,0.668,0.9386,0.763,0.223,1.783,0.292,1.267,1,-0.583,-1.594,-0.009,-1.247,-0.144,0.9781,0.422,-0.05,0.949,0.096,0.742,0.9566,0.322,0.014,0.647,0.113,0.529,0.9799,2.579,0.387,7.463,0.429,7.45,1,0.204,0.362,0.8714,0.1193,0.052,0.678,0.2626,0.0495,0,0.97,39.273,60.766,-0.3453,0.0128,32.552,66.591,0.0139,0,30,70,5.216,6,1.1742,0.4332,3.78,6,0.6377,0.0684,3,6,0.325,0.591,0.6892,0.0923,0.177,0.681,0.7134,0.1125,0.1,0.7,1.7438,0.239,0,0,1
"16","BB","WC","High","PO",4,4,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.389,-1.268,0.104,-1.093,-0.005,0.9055,-0.082,-0.784,0.393,-0.619,0.304,0.4913,-0.782,-1.23,-0.338,-1.052,-0.447,1,-0.442,-1.356,0.18,-1.147,0.042,0.8583,-0.173,-0.845,0.407,-0.645,0.291,0.6681,-0.594,-1.278,-0.154,-1.141,-0.24,0.9992,-2.568,-8.865,-0.349,-8.764,-0.39,1,0.015,0.075,0.5501,0.0068,0.003,0.111,0.0376,0,0,0.14,67.411,110.885,0.2147,0,55.507,133.761,-0.4507,0,50,151,2.248,3,2.3904,0.9926,1.647,3,2.3904,0.9926,1,3,0.025,0.112,0.9255,0.0832,0.005,0.162,0.9055,0.0832,0,0.2,1.4738,0.326,0,0,1
"17","BB","WC","High","RU",3,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-242.699,-530.991,-65.888,-528.792,-78.04,1,25.66,12.21,54.924,14.115,54.814,1,0,0,0,0,0,0.4664,-2.977,-9.389,2.428,-6.012,0.633,0.8159,19.864,7.027,44.513,10.619,42.373,1,-31.706,-65.423,-15.906,-64.723,-20.021,1,NA,0,0,0,0,NA,0,0,2.7471,1,0,0,2.7471,1,0,0,151,151,2.7471,1,151,151,2.7471,1,151,151,NA,NA,NA,NA,NA,NA,NA,NA,Inf,-Inf,0,0,2.7471,1,0,0,2.7471,1,0,0,NA,NA,NA,Inf,-Inf
"18","BB","WC","Low","RI",41,10,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.627,-2.403,0.317,-1.563,0.144,0.8168,0.692,0.067,1.326,0.284,1.103,0.9845,-0.102,-0.522,0.38,-0.388,0.211,0.7033,-0.669,-2.505,0.356,-1.646,0.156,0.8163,0.697,0.09,1.315,0.304,1.097,0.9865,-0.704,-2.245,0.229,-1.522,-0.005,0.902,-0.106,-0.847,0.389,-0.594,0.287,0.8268,0.048,0.21,0.6764,0.1656,0.012,0.42,0.4212,0.1104,0,1.2,34.585,48.7,0.709,0.1494,26.63,56.158,0.4766,0.1183,4,66,4.248,5.061,1.2427,0.367,3.469,5.429,1.3688,0.4155,2,6,0.046,0.225,0.9763,0.2124,0.01,0.416,0.719,0.171,0,1,1.2942,0.458,0,0,1
"19","BB","WC","Low","PO",36,10,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,-0.016,0.442,0.084,0.372,0.9688,-0.05,-0.62,0.452,-0.403,0.279,0.5579,-0.564,-1.383,0.09,-1.022,-0.125,0.953,0.232,-0.002,0.452,0.094,0.375,0.9738,-0.02,-0.6,0.565,-0.426,0.357,0.5286,0.044,-0.665,0.554,-0.308,0.426,0.6641,0.344,-0.369,0.997,-0.077,0.596,0.7638,0.027,0.07,2.0332,0.5066,0.008,0.1,1.1129,0.4203,0,0.21,64.537,105.92,1.1839,0.2087,52.922,134.661,1.2331,0.2338,10,151,1.44,4.415,1.0338,0.1572,1.059,5.774,NA,NA,1,7,0.012,0.263,-0.2093,0.0241,0.001,0.497,-0.6533,0.0085,0,0.9,1.09,0.464,0,0,1
"20","BB","WC","Low","RU",15,9,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.072,-0.639,0.326,-0.412,0.216,0.5693,1.129,0.454,1.85,0.605,1.606,1,0.06,-0.501,0.699,-0.318,0.458,0.57,-0.035,-0.598,0.418,-0.361,0.249,0.5223,1.139,0.43,1.918,0.591,1.649,1,-0.152,-0.664,0.21,-0.452,0.113,0.7329,0.562,-0.605,7.038,-0.46,0.324,0.4806,0.098,0.176,0.6798,0.1407,0.038,0.226,0.582,0.0837,0,0.3,54.1,67.066,0.964,0.1456,47.111,89.723,1.158,0.2194,36,110,3.633,5.455,0.1706,0.0235,2.822,5.863,0.4577,0.0286,2,6,0.044,0.269,0.5642,0.1041,0.006,0.332,0.9346,0.1263,0,0.45,0.6729,0.543,0,0,1
"21","DS","WB","High","RI",10,9,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,-0.74,1.026,0.039,0.885,0.909,0.03,-0.442,0.458,-0.276,0.333,0.5651,0.036,-0.487,0.623,-0.354,0.412,0.5669,0.449,-0.738,1.108,0.041,0.918,0.9098,-0.045,-0.692,0.468,-0.444,0.33,0.5226,0.504,0.115,0.907,0.245,0.769,0.9956,0.836,-0.108,7.723,-0.057,0.508,0.7407,0.148,0.846,-1.0289,0,0.034,1.468,-1.6764,0,0,1.76,24.68,37.222,-0.1593,0.0249,21.411,44.221,0.1347,0.0061,20,49,4.82,5.971,0.1167,0.2946,4.218,6,NA,NA,4,6,0.317,0.581,0.9136,0.2609,0.258,0.75,1.5511,0.2517,0.2,0.9,0.5603,0.604,0,0,1
"22","DS","WB","High","PO",9,8,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.276,-3.516,0.511,-3.002,0.357,0.6323,0.501,-0.046,1.283,0.108,0.823,0.9435,0.49,-0.117,1.421,0.069,1.145,0.9372,-1.796,-2.792,1.129,-2.266,0.738,0.4994,0.608,0.155,1.753,0.217,1.044,0.9996,0.897,0.416,1.553,0.543,1.219,0.9826,0.146,-0.434,0.488,-0.368,0.407,0.384,0,0.028,0.4341,0.0744,0,0.13,-0.6942,0.0179,0,0.3,73.758,148.839,0.7103,0.0542,48.084,151,0.7336,0.0388,35,151,4.173,5.801,0.623,0.0889,2.355,6.531,-0.5573,0.0875,1,7,0.002,0.398,-2.7041,0,0,0.664,-3.413,0,0,0.75,0.3914,0.656,0,0,1
"23","DS","WB","High","RU",6,5,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.586,-1.427,0.025,-1.2,-0.08,0.9627,0.299,-0.104,0.892,-0.015,0.587,0.8836,-0.444,-1.277,0.482,-0.939,0.189,0.8376,-0.574,-1.354,0.026,-1.143,-0.106,0.9655,0.364,-0.115,0.932,-0.012,0.755,0.888,0.458,-0.295,1.242,0.135,0.879,0.9501,1.033,-0.434,8.781,-0.366,8.211,0.7055,0.093,0.163,0.8922,0.185,0.057,0.183,0.2022,0.1036,0,0.25,44.094,57.286,0.6325,0.1755,36.359,60.106,-0.2312,0.1003,26,62,3.545,4.746,0.3437,0.1087,3.187,5.349,0.2617,0.1087,3,7,0.14,0.335,0.9254,0.2976,0.068,0.419,0.2168,0.1179,0,0.5,0.6127,0.52,0,0,1
"24","DS","WB","Low","RI",28,16,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149,-0.334,0.487,-0.119,0.392,0.7825,0.432,0.137,0.723,0.246,0.617,0.9974,0.345,0.026,0.619,0.14,0.533,0.9835,0.214,-0.334,0.6,-0.087,0.491,0.8299,0.462,0.183,0.743,0.284,0.64,0.9993,0.326,-0.066,0.644,0.091,0.55,0.9544,0.287,-0.077,0.834,-0.004,0.494,0.8936,0.096,0.263,2.0744,0.6727,0.027,0.626,0.5284,0.161,0,0.91,22.127,39.063,0.9602,0.1311,16.012,52.681,0.8519,0.1216,11,64,4.998,5.831,2.1349,0.8836,4.636,5.998,2.0798,0.8989,3,6,0.084,0.394,0.6367,0.1134,0.007,0.718,NA,NA,0,0.9,0.8525,0.485,0,0,1
