Ratio_Pool,Ratio_Riffle,Ratio_Run,Mesohabitat_Riffle,Mesohabitat_Run,Depth
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235845498,0.20763936477857278,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235845498,0.20763936477857278,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468871188,-0.7086513670894717,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235884794,0.20763936477786113,NA
1.4062500000000002,0.6349206349206349,0.7692307692307692,-0.7951818592413858,-0.6032908514384658,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468871188,-0.7086513670894717,NA
1.4062500000000002,0.6349206349206349,0.7692307692307692,-0.7951818592413858,-0.6032908514384658,NA
1.09375,0.7936507936507936,1.5384615384615383,-0.3207238796520199,0.3411707574025909,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235861308,0.2076393647792819,NA
1.4062500000000002,0.47619047619047616,1.5384615384615383,-1.082863931227784,0.08985632912171657,NA
0.9375,0.7936507936507936,2.3076923076923075,-0.16657319982572355,0.9007865453371525,NA
1.09375,0.7936507936507936,1.5384615384615383,-0.3207238796520199,0.3411707574025909,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468871188,-0.7086513670894717,NA
1.4062500000000002,0.47619047619047616,1.5384615384615383,-1.082863931226925,0.08985632912217648,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235861308,0.2076393647792819,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235845498,0.20763936477857278,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468892575,-0.7086513670896374,NA
1.25,0.47619047619047616,2.3076923076923075,-0.9650808955764586,0.6131044728857515,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235861308,0.2076393647792819,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468876746,-0.7086513670961005,NA
1.4062500000000002,0.47619047619047616,1.5384615384615383,-1.0828639312282913,0.08985632911874959,NA
1.25,0.7936507936507936,0.7692307692307692,-0.4542552722755763,-0.48550781578134694,NA
1.25,0.47619047619047616,2.3076923076923075,-0.9650808955764586,0.6131044728857515,NA
1.4062500000000002,0.47619047619047616,1.5384615384615383,-1.082863931226925,0.08985632912217648,NA
1.25,0.47619047619047616,2.3076923076923075,-0.9650808955751606,0.6131044728849991,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468871188,-0.7086513670894717,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235872889,0.20763936477846,NA
1.09375,0.6349206349206349,2.3076923076923075,-0.5438674309616033,0.74663586551137,NA
1.4062500000000002,0.47619047619047616,1.5384615384615383,-1.082863931226925,0.08985632912217648,NA
1.25,0.47619047619047616,2.3076923076923075,-0.9650808955729967,0.6131044728876038,NA
1.5625,0.31746031746031744,1.5384615384615383,-1.5936894646411075,-0.01550418653578971,NA
1.5625,0.47619047619047616,0.7692307692307692,-1.1882244468876746,-0.7086513670961005,NA
1.875,0.15873015873015872,0.7692307692307692,-2.4691582914657553,-0.8909729238874787,NA
1.25,0.7936507936507936,0.7692307692307692,-0.45425527227541646,-0.4855078157858581,NA
0.9375,0.9523809523809523,1.5384615384615383,0.015748346084742765,0.49532136746604744,NA
0.9375,0.9523809523809523,1.5384615384615383,0.015748346084742765,0.49532136746604744,NA
1.5625,0.31746031746031744,1.5384615384615383,-1.5936894646391215,-0.015504186535302106,NA
1.4062500000000002,0.6349206349206349,0.7692307692307692,-0.7951818592468739,-0.6032908514366736,NA
1.25,0.7936507936507936,0.7692307692307692,-0.454255272277707,-0.48550781578246494,NA
1.4062500000000002,0.6349206349206349,0.7692307692307692,-0.7951818592433313,-0.6032908514386092,NA
1.25,0.6349206349206349,1.5384615384615383,-0.6773988235845498,0.20763936477857278,NA
1.5625,0.31746031746031744,1.5384615384615383,-1.5936894646391215,-0.015504186535302106,NA
